"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000307975.2_ASM30797v2","GCA_003012895.2_ASM301289v2","GCA_000015425.1_ASM1542v1","GCA_000189735.2_ASM18973v2","GCA_002009115.1_ASM200911v1","GCA_002762545.2_ASM276254v2","GCA_003359255.2_ASM335925v2","GCA_003627485.2_ASM362748v2","GCA_005280395.1_ASM528039v1","GCA_005280355.1_ASM528035v1"
"GCA_003012895.2_ASM301289v2_CDS_0152","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","GCA_003012895.2_ASM301289v2_CDS_0152","","","","","","","",""
"GCA_003012895.2_ASM301289v2_CDS_0472","cloud","","1","1","1.0","NA","NA","","","","671","671","671.0","","GCA_003012895.2_ASM301289v2_CDS_0472","","","","","","","",""
"GCA_003012895.2_ASM301289v2_CDS_0632","persistent","","10","10","1.0","NA","NA","","","","422","425","422.3","GCA_000307975.2_ASM30797v2_CDS_0658","GCA_003012895.2_ASM301289v2_CDS_0632","GCA_000015425.1_ASM1542v1_CDS_3716","GCA_000189735.2_ASM18973v2_CDS_3768","GCA_002009115.1_ASM200911v1_CDS_1964","GCA_002762545.2_ASM276254v2_CDS_1565","GCA_003359255.2_ASM335925v2_CDS_0308","GCA_003627485.2_ASM362748v2_CDS_0493","GCA_005280395.1_ASM528039v1_CDS_3536","GCA_005280355.1_ASM528035v1_CDS_3639"
"GCA_003012895.2_ASM301289v2_CDS_0664","cloud","","1","2","2.0","NA","NA","","","","149","572","360.5","","GCA_003012895.2_ASM301289v2_CDS_0664" "GCA_003012895.2_ASM301289v2_CDS_1505","","","","","","","",""
"GCA_003012895.2_ASM301289v2_CDS_0792","cloud","","1","1","1.0","NA","NA","","","","1499","1499","1499.0","","GCA_003012895.2_ASM301289v2_CDS_0792","","","","","","","",""
"GCA_003012895.2_ASM301289v2_CDS_0856","persistent","","10","10","1.0","NA","NA","","","","299","536","488.6","GCA_000307975.2_ASM30797v2_CDS_0029","GCA_003012895.2_ASM301289v2_CDS_0856","GCA_000015425.1_ASM1542v1_CDS_3891","GCA_000189735.2_ASM18973v2_CDS_3928","GCA_002009115.1_ASM200911v1_CDS_1798","GCA_002762545.2_ASM276254v2_CDS_1386","GCA_003359255.2_ASM335925v2_CDS_0071","GCA_003627485.2_ASM362748v2_CDS_0306","GCA_005280395.1_ASM528039v1_CDS_3359","GCA_005280355.1_ASM528035v1_CDS_3804"
"GCA_003012895.2_ASM301289v2_CDS_0920","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","GCA_003012895.2_ASM301289v2_CDS_0920","","","","","","","",""
"GCA_003012895.2_ASM301289v2_CDS_0984","persistent","","10","10","1.0","NA","NA","","","","638","638","638.0","GCA_000307975.2_ASM30797v2_CDS_1010","GCA_003012895.2_ASM301289v2_CDS_0984","GCA_000015425.1_ASM1542v1_CDS_0047","GCA_000189735.2_ASM18973v2_CDS_0069","GCA_002009115.1_ASM200911v1_CDS_1696","GCA_002762545.2_ASM276254v2_CDS_1285","GCA_003359255.2_ASM335925v2_CDS_5176","GCA_003627485.2_ASM362748v2_CDS_0200","GCA_005280395.1_ASM528039v1_CDS_3247","GCA_005280355.1_ASM528035v1_CDS_2806"
"GCA_003012895.2_ASM301289v2_CDS_1048","persistent","","9","9","1.0","NA","NA","","","","374","377","374.33","GCA_000307975.2_ASM30797v2_CDS_0959","GCA_003012895.2_ASM301289v2_CDS_1048","GCA_000015425.1_ASM1542v1_CDS_0106","GCA_000189735.2_ASM18973v2_CDS_0120","GCA_002009115.1_ASM200911v1_CDS_1645","GCA_002762545.2_ASM276254v2_CDS_1211","","GCA_003627485.2_ASM362748v2_CDS_0137","GCA_005280395.1_ASM528039v1_CDS_3176","GCA_005280355.1_ASM528035v1_CDS_2736"
"GCA_003012895.2_ASM301289v2_CDS_1081","persistent","","9","9","1.0","NA","NA","","","","305","305","305.0","GCA_000307975.2_ASM30797v2_CDS_0918","GCA_003012895.2_ASM301289v2_CDS_1081","GCA_000015425.1_ASM1542v1_CDS_0148","GCA_000189735.2_ASM18973v2_CDS_0160","GCA_002009115.1_ASM200911v1_CDS_1603","GCA_002762545.2_ASM276254v2_CDS_1168","","GCA_003627485.2_ASM362748v2_CDS_0096","GCA_005280395.1_ASM528039v1_CDS_3133","GCA_005280355.1_ASM528035v1_CDS_2630"
"GCA_003012895.2_ASM301289v2_CDS_1497","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","GCA_003012895.2_ASM301289v2_CDS_1497","","","","","","","",""
"GCA_005280355.1_ASM528035v1_CDS_3890","shell","","5","6","1.2","NA","NA","","","","236","374","351.0","GCA_000307975.2_ASM30797v2_CDS_3694","","","GCA_000189735.2_ASM18973v2_CDS_4009","GCA_002009115.1_ASM200911v1_CDS_3825" "GCA_002009115.1_ASM200911v1_CDS_3725","","GCA_003359255.2_ASM335925v2_CDS_5493","","","GCA_005280355.1_ASM528035v1_CDS_3890"
"GCA_005280355.1_ASM528035v1_CDS_3922","shell","","5","5","1.0","NA","NA","","","","263","299","291.8","GCA_000307975.2_ASM30797v2_CDS_3652","","","GCA_000189735.2_ASM18973v2_CDS_4044","GCA_002009115.1_ASM200911v1_CDS_3793","","GCA_003359255.2_ASM335925v2_CDS_5450","","","GCA_005280355.1_ASM528035v1_CDS_3922"
"GCA_005280355.1_ASM528035v1_CDS_3986","shell","","5","5","1.0","NA","NA","","","","467","812","743.0","GCA_000307975.2_ASM30797v2_CDS_3679","","","GCA_000189735.2_ASM18973v2_CDS_3994","GCA_002009115.1_ASM200911v1_CDS_3744","","GCA_003359255.2_ASM335925v2_CDS_5525","","","GCA_005280355.1_ASM528035v1_CDS_3986"
"GCA_005280355.1_ASM528035v1_CDS_4050","cloud","","1","1","1.0","NA","NA","","","","236","236","236.0","","","","","","","","","","GCA_005280355.1_ASM528035v1_CDS_4050"
"GCA_000307975.2_ASM30797v2_CDS_1064","persistent","","10","11","1.1","NA","NA","","","","377","935","796.18","GCA_000307975.2_ASM30797v2_CDS_1064","GCA_003012895.2_ASM301289v2_CDS_3160","GCA_000015425.1_ASM1542v1_CDS_1500","GCA_000189735.2_ASM18973v2_CDS_1540","GCA_002009115.1_ASM200911v1_CDS_0269","GCA_002762545.2_ASM276254v2_CDS_2873","GCA_003359255.2_ASM335925v2_CDS_2465" "GCA_003359255.2_ASM335925v2_CDS_2464","GCA_003627485.2_ASM362748v2_CDS_1784","GCA_005280395.1_ASM528039v1_CDS_1740","GCA_005280355.1_ASM528035v1_CDS_1327"
"GCA_000307975.2_ASM30797v2_CDS_1096","persistent","","10","10","1.0","NA","NA","","","","215","560","501.8","GCA_000307975.2_ASM30797v2_CDS_1096","GCA_003012895.2_ASM301289v2_CDS_2594","GCA_000015425.1_ASM1542v1_CDS_2154","GCA_000189735.2_ASM18973v2_CDS_2250","GCA_002009115.1_ASM200911v1_CDS_3302","GCA_002762545.2_ASM276254v2_CDS_3718","GCA_003359255.2_ASM335925v2_CDS_3497","GCA_003627485.2_ASM362748v2_CDS_2524","GCA_005280395.1_ASM528039v1_CDS_1027","GCA_005280355.1_ASM528035v1_CDS_0667"
"GCA_000307975.2_ASM30797v2_CDS_1128","persistent","","10","10","1.0","NA","NA","","","","440","488","478.4","GCA_000307975.2_ASM30797v2_CDS_1128","GCA_003012895.2_ASM301289v2_CDS_2555","GCA_000015425.1_ASM1542v1_CDS_2189","GCA_000189735.2_ASM18973v2_CDS_2283","GCA_002009115.1_ASM200911v1_CDS_3267","GCA_002762545.2_ASM276254v2_CDS_3683","GCA_003359255.2_ASM335925v2_CDS_3543","GCA_003627485.2_ASM362748v2_CDS_2557","GCA_005280395.1_ASM528039v1_CDS_0993","GCA_005280355.1_ASM528035v1_CDS_0635"
"GCA_000307975.2_ASM30797v2_CDS_1160","persistent","","10","10","1.0","NA","NA","","","","671","671","671.0","GCA_000307975.2_ASM30797v2_CDS_1160","GCA_003012895.2_ASM301289v2_CDS_2520","GCA_000015425.1_ASM1542v1_CDS_2221","GCA_000189735.2_ASM18973v2_CDS_2315","GCA_002009115.1_ASM200911v1_CDS_3232","GCA_002762545.2_ASM276254v2_CDS_3650","GCA_003359255.2_ASM335925v2_CDS_3593","GCA_003627485.2_ASM362748v2_CDS_2594","GCA_005280395.1_ASM528039v1_CDS_0958","GCA_005280355.1_ASM528035v1_CDS_0600"
"GCA_000307975.2_ASM30797v2_CDS_1192","persistent","","9","10","1.11","NA","NA","","","","416","1406","1268.0","GCA_000307975.2_ASM30797v2_CDS_1192","","GCA_000015425.1_ASM1542v1_CDS_2251","GCA_000189735.2_ASM18973v2_CDS_2348","GCA_002009115.1_ASM200911v1_CDS_3198" "GCA_002009115.1_ASM200911v1_CDS_3199","GCA_002762545.2_ASM276254v2_CDS_3616","GCA_003359255.2_ASM335925v2_CDS_3638","GCA_003627485.2_ASM362748v2_CDS_2628","GCA_005280395.1_ASM528039v1_CDS_0927","GCA_005280355.1_ASM528035v1_CDS_0567"
"GCA_000307975.2_ASM30797v2_CDS_1224","persistent","","10","12","1.2","NA","NA","","","","224","491","409.75","GCA_000307975.2_ASM30797v2_CDS_1224","GCA_003012895.2_ASM301289v2_CDS_2460" "GCA_003012895.2_ASM301289v2_CDS_2459","GCA_000015425.1_ASM1542v1_CDS_2283","GCA_000189735.2_ASM18973v2_CDS_2380","GCA_002009115.1_ASM200911v1_CDS_3166","GCA_002762545.2_ASM276254v2_CDS_3583","GCA_003359255.2_ASM335925v2_CDS_3681" "GCA_003359255.2_ASM335925v2_CDS_3680","GCA_003627485.2_ASM362748v2_CDS_2661","GCA_005280395.1_ASM528039v1_CDS_0892","GCA_005280355.1_ASM528035v1_CDS_0534"
"GCA_000307975.2_ASM30797v2_CDS_1256","cloud","","5","15","3.0","NA","NA","","","","392","854","619.0","GCA_000307975.2_ASM30797v2_CDS_1256","GCA_003012895.2_ASM301289v2_CDS_1568" "GCA_003012895.2_ASM301289v2_CDS_3697" "GCA_003012895.2_ASM301289v2_CDS_2087" "GCA_003012895.2_ASM301289v2_CDS_3536" "GCA_003012895.2_ASM301289v2_CDS_3662" "GCA_003012895.2_ASM301289v2_CDS_1842" "GCA_003012895.2_ASM301289v2_CDS_2208","","","","","","GCA_003627485.2_ASM362748v2_CDS_0507","GCA_005280395.1_ASM528039v1_CDS_4390" "GCA_005280395.1_ASM528039v1_CDS_4389","GCA_005280355.1_ASM528035v1_CDS_4110" "GCA_005280355.1_ASM528035v1_CDS_4081" "GCA_005280355.1_ASM528035v1_CDS_4080" "GCA_005280355.1_ASM528035v1_CDS_4111"
"GCA_000307975.2_ASM30797v2_CDS_1320","persistent","","10","11","1.1","NA","NA","","","","158","848","721.73","GCA_000307975.2_ASM30797v2_CDS_1320","GCA_003012895.2_ASM301289v2_CDS_3259","GCA_000015425.1_ASM1542v1_CDS_2672","GCA_000189735.2_ASM18973v2_CDS_2769","GCA_002009115.1_ASM200911v1_CDS_2874","GCA_002762545.2_ASM276254v2_CDS_2556","GCA_003359255.2_ASM335925v2_CDS_1582" "GCA_003359255.2_ASM335925v2_CDS_1583","GCA_003627485.2_ASM362748v2_CDS_1472","GCA_005280395.1_ASM528039v1_CDS_0487","GCA_005280355.1_ASM528035v1_CDS_0224"
"GCA_000307975.2_ASM30797v2_CDS_1385","shell","","5","5","1.0","NA","NA","","","","344","344","344.0","GCA_000307975.2_ASM30797v2_CDS_1385","","","GCA_000189735.2_ASM18973v2_CDS_0737","","GCA_002762545.2_ASM276254v2_CDS_0528","","GCA_003627485.2_ASM362748v2_CDS_3560","","GCA_005280355.1_ASM528035v1_CDS_2056"
"GCA_000189735.2_ASM18973v2_CDS_3769","persistent","","10","10","1.0","NA","NA","","","","725","854","841.1","GCA_000307975.2_ASM30797v2_CDS_0659","GCA_003012895.2_ASM301289v2_CDS_0633","GCA_000015425.1_ASM1542v1_CDS_3717","GCA_000189735.2_ASM18973v2_CDS_3769","GCA_002009115.1_ASM200911v1_CDS_1963","GCA_002762545.2_ASM276254v2_CDS_1564","GCA_003359255.2_ASM335925v2_CDS_0307","GCA_003627485.2_ASM362748v2_CDS_0492","GCA_005280395.1_ASM528039v1_CDS_3535","GCA_005280355.1_ASM528035v1_CDS_3640"
"GCA_000189735.2_ASM18973v2_CDS_3801","persistent","","10","10","1.0","NA","NA","","","","398","1112","1040.6","GCA_000307975.2_ASM30797v2_CDS_0691","GCA_003012895.2_ASM301289v2_CDS_0688","GCA_000015425.1_ASM1542v1_CDS_3748","GCA_000189735.2_ASM18973v2_CDS_3801","GCA_002009115.1_ASM200911v1_CDS_1930","GCA_002762545.2_ASM276254v2_CDS_1530","GCA_003359255.2_ASM335925v2_CDS_0241","GCA_003627485.2_ASM362748v2_CDS_0453","GCA_005280395.1_ASM528039v1_CDS_3500","GCA_005280355.1_ASM528035v1_CDS_3672"
"GCA_000189735.2_ASM18973v2_CDS_4025","shell","","5","7","1.4","NA","NA","","","","206","776","514.57","GCA_000307975.2_ASM30797v2_CDS_3710","","","GCA_000189735.2_ASM18973v2_CDS_4025","GCA_002009115.1_ASM200911v1_CDS_3810" "GCA_002009115.1_ASM200911v1_CDS_3809","","GCA_003359255.2_ASM335925v2_CDS_5475" "GCA_003359255.2_ASM335925v2_CDS_5474","","","GCA_005280355.1_ASM528035v1_CDS_3905"
"GCA_000189735.2_ASM18973v2_CDS_4057","shell","","5","7","1.4","NA","NA","","","","299","2159","1420.57","GCA_000307975.2_ASM30797v2_CDS_3641","","","GCA_000189735.2_ASM18973v2_CDS_4057","GCA_002009115.1_ASM200911v1_CDS_3779","","GCA_003359255.2_ASM335925v2_CDS_5432" "GCA_003359255.2_ASM335925v2_CDS_5574" "GCA_003359255.2_ASM335925v2_CDS_5573","","","GCA_005280355.1_ASM528035v1_CDS_3937"
"GCA_002009115.1_ASM200911v1_CDS_0442","persistent","","10","10","1.0","NA","NA","","","","557","557","557.0","GCA_000307975.2_ASM30797v2_CDS_3507","GCA_003012895.2_ASM301289v2_CDS_2066","GCA_000015425.1_ASM1542v1_CDS_1259","GCA_000189735.2_ASM18973v2_CDS_1375","GCA_002009115.1_ASM200911v1_CDS_0442","GCA_002762545.2_ASM276254v2_CDS_2698","GCA_003359255.2_ASM335925v2_CDS_2231","GCA_003627485.2_ASM362748v2_CDS_1610","GCA_005280395.1_ASM528039v1_CDS_1932","GCA_005280355.1_ASM528035v1_CDS_1500"
"GCA_002009115.1_ASM200911v1_CDS_0506","persistent","","8","8","1.0","NA","NA","","","","125","263","245.75","GCA_000307975.2_ASM30797v2_CDS_3481","","","GCA_000189735.2_ASM18973v2_CDS_1220","GCA_002009115.1_ASM200911v1_CDS_0506","GCA_002762545.2_ASM276254v2_CDS_0049","GCA_003359255.2_ASM335925v2_CDS_3744","GCA_003627485.2_ASM362748v2_CDS_2937","GCA_005280395.1_ASM528039v1_CDS_2118","GCA_005280355.1_ASM528035v1_CDS_1562"
"GCA_002009115.1_ASM200911v1_CDS_0762","persistent","","7","8","1.14","NA","NA","","","","1778","1778","1778.0","GCA_000307975.2_ASM30797v2_CDS_2359","","","GCA_000189735.2_ASM18973v2_CDS_2443" "GCA_000189735.2_ASM18973v2_CDS_0969","GCA_002009115.1_ASM200911v1_CDS_0762","GCA_002762545.2_ASM276254v2_CDS_0288","","GCA_003627485.2_ASM362748v2_CDS_3806","GCA_005280395.1_ASM528039v1_CDS_2362","GCA_005280355.1_ASM528035v1_CDS_1815"
"GCA_002009115.1_ASM200911v1_CDS_0794","persistent","","7","8","1.14","NA","NA","","","","1478","1478","1478.0","GCA_000307975.2_ASM30797v2_CDS_2390","","","GCA_000189735.2_ASM18973v2_CDS_2480" "GCA_000189735.2_ASM18973v2_CDS_0932","GCA_002009115.1_ASM200911v1_CDS_0794","GCA_002762545.2_ASM276254v2_CDS_0319","","GCA_003627485.2_ASM362748v2_CDS_3773","GCA_005280395.1_ASM528039v1_CDS_2394","GCA_005280355.1_ASM528035v1_CDS_1846"
"GCA_002009115.1_ASM200911v1_CDS_0826","persistent","","10","10","1.0","NA","NA","","","","155","497","462.8","GCA_000307975.2_ASM30797v2_CDS_2422","GCA_003012895.2_ASM301289v2_CDS_1832","GCA_000015425.1_ASM1542v1_CDS_1007","GCA_000189735.2_ASM18973v2_CDS_0906","GCA_002009115.1_ASM200911v1_CDS_0826","GCA_002762545.2_ASM276254v2_CDS_0351","GCA_003359255.2_ASM335925v2_CDS_4014","GCA_003627485.2_ASM362748v2_CDS_3738","GCA_005280395.1_ASM528039v1_CDS_2429","GCA_005280355.1_ASM528035v1_CDS_1880"
"GCA_002009115.1_ASM200911v1_CDS_0858","cloud","","3","3","1.0","NA","NA","","","","539","749","667.0","","","","","GCA_002009115.1_ASM200911v1_CDS_0858","","","","GCA_005280395.1_ASM528039v1_CDS_2460","GCA_005280355.1_ASM528035v1_CDS_1912"
"GCA_002009115.1_ASM200911v1_CDS_0923","persistent","","10","11","1.1","NA","NA","","","","479","1280","1156.18","GCA_000307975.2_ASM30797v2_CDS_1461","GCA_003012895.2_ASM301289v2_CDS_1727" "GCA_003012895.2_ASM301289v2_CDS_1726","GCA_000015425.1_ASM1542v1_CDS_0909","GCA_000189735.2_ASM18973v2_CDS_0813","GCA_002009115.1_ASM200911v1_CDS_0923","GCA_002762545.2_ASM276254v2_CDS_0448","GCA_003359255.2_ASM335925v2_CDS_4145","GCA_003627485.2_ASM362748v2_CDS_3642","GCA_005280395.1_ASM528039v1_CDS_2527","GCA_005280355.1_ASM528035v1_CDS_1978"
"GCA_002009115.1_ASM200911v1_CDS_1179","persistent","","8","9","1.12","NA","NA","","","","98","926","787.67","GCA_000307975.2_ASM30797v2_CDS_1947","","GCA_000015425.1_ASM1542v1_CDS_0528","GCA_000189735.2_ASM18973v2_CDS_0570","GCA_002009115.1_ASM200911v1_CDS_1179","GCA_002762545.2_ASM276254v2_CDS_0702","GCA_003359255.2_ASM335925v2_CDS_4500" "GCA_003359255.2_ASM335925v2_CDS_4499","GCA_003627485.2_ASM362748v2_CDS_3387","","GCA_005280355.1_ASM528035v1_CDS_2233"
"GCA_002009115.1_ASM200911v1_CDS_1211","persistent","","10","11","1.1","NA","NA","","","","98","1358","1229.27","GCA_000307975.2_ASM30797v2_CDS_1920","GCA_003012895.2_ASM301289v2_CDS_1449","GCA_000015425.1_ASM1542v1_CDS_0499","GCA_000189735.2_ASM18973v2_CDS_0543","GCA_002009115.1_ASM200911v1_CDS_1211","GCA_002762545.2_ASM276254v2_CDS_0730","GCA_003359255.2_ASM335925v2_CDS_4538" "GCA_003359255.2_ASM335925v2_CDS_4537","GCA_003627485.2_ASM362748v2_CDS_3360","GCA_005280395.1_ASM528039v1_CDS_2771","GCA_005280355.1_ASM528035v1_CDS_2261"
"GCA_002009115.1_ASM200911v1_CDS_1243","persistent","","10","12","1.2","NA","NA","","","","167","842","702.25","GCA_000307975.2_ASM30797v2_CDS_0429","GCA_003012895.2_ASM301289v2_CDS_1418","GCA_000015425.1_ASM1542v1_CDS_0470","GCA_000189735.2_ASM18973v2_CDS_0515","GCA_002009115.1_ASM200911v1_CDS_1243","GCA_002762545.2_ASM276254v2_CDS_0761","GCA_003359255.2_ASM335925v2_CDS_4588" "GCA_003359255.2_ASM335925v2_CDS_4587","GCA_003627485.2_ASM362748v2_CDS_3331","GCA_005280395.1_ASM528039v1_CDS_2802" "GCA_005280395.1_ASM528039v1_CDS_2801","GCA_005280355.1_ASM528035v1_CDS_2293"
"GCA_002009115.1_ASM200911v1_CDS_1275","persistent","","10","13","1.3","NA","NA","","","","221","1364","1038.15","GCA_000307975.2_ASM30797v2_CDS_0461","GCA_003012895.2_ASM301289v2_CDS_1381","GCA_000015425.1_ASM1542v1_CDS_0438","GCA_000189735.2_ASM18973v2_CDS_0482","GCA_002009115.1_ASM200911v1_CDS_1275","GCA_002762545.2_ASM276254v2_CDS_0793","GCA_003359255.2_ASM335925v2_CDS_4633" "GCA_003359255.2_ASM335925v2_CDS_4634" "GCA_003359255.2_ASM335925v2_CDS_4631" "GCA_003359255.2_ASM335925v2_CDS_4632","GCA_003627485.2_ASM362748v2_CDS_3299","GCA_005280395.1_ASM528039v1_CDS_2835","GCA_005280355.1_ASM528035v1_CDS_2325"
"GCA_002009115.1_ASM200911v1_CDS_1371","persistent","","10","11","1.1","NA","NA","","","","392","860","778.45","GCA_000307975.2_ASM30797v2_CDS_1696","GCA_003012895.2_ASM301289v2_CDS_1277","GCA_000015425.1_ASM1542v1_CDS_0340","GCA_000189735.2_ASM18973v2_CDS_0384","GCA_002009115.1_ASM200911v1_CDS_1371","GCA_002762545.2_ASM276254v2_CDS_0890","GCA_003359255.2_ASM335925v2_CDS_4777" "GCA_003359255.2_ASM335925v2_CDS_4778","GCA_003627485.2_ASM362748v2_CDS_3203","GCA_005280395.1_ASM528039v1_CDS_2934","GCA_005280355.1_ASM528035v1_CDS_2419"
"GCA_002009115.1_ASM200911v1_CDS_1403","persistent","","10","12","1.2","NA","NA","","","","491","1919","1593.0","GCA_000307975.2_ASM30797v2_CDS_1728","GCA_003012895.2_ASM301289v2_CDS_1233" "GCA_003012895.2_ASM301289v2_CDS_1234","GCA_000015425.1_ASM1542v1_CDS_0307" "GCA_000015425.1_ASM1542v1_CDS_0306","GCA_000189735.2_ASM18973v2_CDS_0352","GCA_002009115.1_ASM200911v1_CDS_1403","GCA_002762545.2_ASM276254v2_CDS_0922","GCA_003359255.2_ASM335925v2_CDS_4824","GCA_003627485.2_ASM362748v2_CDS_3171","GCA_005280395.1_ASM528039v1_CDS_2963","GCA_005280355.1_ASM528035v1_CDS_2451"
"GCA_002009115.1_ASM200911v1_CDS_1436","persistent","","10","11","1.1","NA","NA","","","","485","1379","1239.64","GCA_000307975.2_ASM30797v2_CDS_2978","GCA_003012895.2_ASM301289v2_CDS_1201","GCA_000015425.1_ASM1542v1_CDS_0274","GCA_000189735.2_ASM18973v2_CDS_0321","GCA_002009115.1_ASM200911v1_CDS_1436","GCA_002762545.2_ASM276254v2_CDS_0954","GCA_003359255.2_ASM335925v2_CDS_4864" "GCA_003359255.2_ASM335925v2_CDS_4863","GCA_003627485.2_ASM362748v2_CDS_3139","GCA_005280395.1_ASM528039v1_CDS_2996","GCA_005280355.1_ASM528035v1_CDS_2483"
"GCA_002009115.1_ASM200911v1_CDS_1596","cloud","","4","4","1.0","NA","NA","","","","443","443","443.0","GCA_000307975.2_ASM30797v2_CDS_0911","","","","GCA_002009115.1_ASM200911v1_CDS_1596","","","","GCA_005280395.1_ASM528039v1_CDS_3124","GCA_005280355.1_ASM528035v1_CDS_2623"
"GCA_002009115.1_ASM200911v1_CDS_1628","persistent","","10","11","1.1","NA","NA","","","","470","1352","1004.27","GCA_000307975.2_ASM30797v2_CDS_0942","GCA_003012895.2_ASM301289v2_CDS_1066","GCA_000015425.1_ASM1542v1_CDS_0124","GCA_000189735.2_ASM18973v2_CDS_0137","GCA_002009115.1_ASM200911v1_CDS_1628","GCA_002762545.2_ASM276254v2_CDS_1193","GCA_003359255.2_ASM335925v2_CDS_5076" "GCA_003359255.2_ASM335925v2_CDS_5077","GCA_003627485.2_ASM362748v2_CDS_0120","GCA_005280395.1_ASM528039v1_CDS_3157","GCA_005280355.1_ASM528035v1_CDS_2718"
"GCA_002009115.1_ASM200911v1_CDS_1660","persistent","","10","10","1.0","NA","NA","","","","587","710","697.7","GCA_000307975.2_ASM30797v2_CDS_0973","GCA_003012895.2_ASM301289v2_CDS_1030","GCA_000015425.1_ASM1542v1_CDS_0084","GCA_000189735.2_ASM18973v2_CDS_0107","GCA_002009115.1_ASM200911v1_CDS_1660","GCA_002762545.2_ASM276254v2_CDS_1236","GCA_003359255.2_ASM335925v2_CDS_5114","GCA_003627485.2_ASM362748v2_CDS_0149","GCA_005280395.1_ASM528039v1_CDS_3199","GCA_005280355.1_ASM528035v1_CDS_2756"
"GCA_002009115.1_ASM200911v1_CDS_1692","persistent","","10","11","1.1","NA","NA","","","","521","2168","1970.82","GCA_000307975.2_ASM30797v2_CDS_1006","GCA_003012895.2_ASM301289v2_CDS_0989","GCA_000015425.1_ASM1542v1_CDS_0051","GCA_000189735.2_ASM18973v2_CDS_0073","GCA_002009115.1_ASM200911v1_CDS_1692","GCA_002762545.2_ASM276254v2_CDS_1281","GCA_003359255.2_ASM335925v2_CDS_5169" "GCA_003359255.2_ASM335925v2_CDS_5168","GCA_003627485.2_ASM362748v2_CDS_0196","GCA_005280395.1_ASM528039v1_CDS_3242","GCA_005280355.1_ASM528035v1_CDS_2802"
"GCA_002009115.1_ASM200911v1_CDS_2461","persistent","","10","11","1.1","NA","NA","","","","746","2126","1881.91","GCA_000307975.2_ASM30797v2_CDS_2688","GCA_003012895.2_ASM301289v2_CDS_0109","GCA_000015425.1_ASM1542v1_CDS_3132","GCA_000189735.2_ASM18973v2_CDS_3295","GCA_002009115.1_ASM200911v1_CDS_2461","GCA_002762545.2_ASM276254v2_CDS_2057","GCA_003359255.2_ASM335925v2_CDS_0992" "GCA_003359255.2_ASM335925v2_CDS_0991","GCA_003627485.2_ASM362748v2_CDS_0984","GCA_005280395.1_ASM528039v1_CDS_4049","GCA_005280355.1_ASM528035v1_CDS_3094"
"GCA_002009115.1_ASM200911v1_CDS_2493","persistent","","10","11","1.1","NA","NA","","","","179","1013","905.82","GCA_000307975.2_ASM30797v2_CDS_2656","GCA_003012895.2_ASM301289v2_CDS_0076","GCA_000015425.1_ASM1542v1_CDS_3119","GCA_000189735.2_ASM18973v2_CDS_3261","GCA_002009115.1_ASM200911v1_CDS_2493","GCA_002762545.2_ASM276254v2_CDS_2089","GCA_003359255.2_ASM335925v2_CDS_1038" "GCA_003359255.2_ASM335925v2_CDS_1037","GCA_003627485.2_ASM362748v2_CDS_1017","GCA_005280395.1_ASM528039v1_CDS_4084","GCA_005280355.1_ASM528035v1_CDS_3127"
"GCA_000189735.2_ASM18973v2_CDS_0281","persistent","","9","10","1.11","NA","NA","","","","368","857","772.7","GCA_000307975.2_ASM30797v2_CDS_2938","","GCA_000015425.1_ASM1542v1_CDS_0232","GCA_000189735.2_ASM18973v2_CDS_0281","GCA_002009115.1_ASM200911v1_CDS_1476","GCA_002762545.2_ASM276254v2_CDS_0997","GCA_003359255.2_ASM335925v2_CDS_4920" "GCA_003359255.2_ASM335925v2_CDS_4919","GCA_003627485.2_ASM362748v2_CDS_3099","GCA_005280395.1_ASM528039v1_CDS_3038","GCA_005280355.1_ASM528035v1_CDS_2525"
"GCA_000189735.2_ASM18973v2_CDS_0313","persistent","","10","10","1.0","NA","NA","","","","626","626","626.0","GCA_000307975.2_ASM30797v2_CDS_2970","GCA_003012895.2_ASM301289v2_CDS_1191","GCA_000015425.1_ASM1542v1_CDS_0266","GCA_000189735.2_ASM18973v2_CDS_0313","GCA_002009115.1_ASM200911v1_CDS_1444","GCA_002762545.2_ASM276254v2_CDS_0962","GCA_003359255.2_ASM335925v2_CDS_4876","GCA_003627485.2_ASM362748v2_CDS_3131","GCA_005280395.1_ASM528039v1_CDS_3006","GCA_005280355.1_ASM528035v1_CDS_2493"
"GCA_000189735.2_ASM18973v2_CDS_0602","persistent","","9","9","1.0","NA","NA","","","","470","587","574.0","GCA_000307975.2_ASM30797v2_CDS_1979","","GCA_000015425.1_ASM1542v1_CDS_0562","GCA_000189735.2_ASM18973v2_CDS_0602","GCA_002009115.1_ASM200911v1_CDS_1147","GCA_002762545.2_ASM276254v2_CDS_0670","GCA_003359255.2_ASM335925v2_CDS_4446","GCA_003627485.2_ASM362748v2_CDS_3419","GCA_005280395.1_ASM528039v1_CDS_2730","GCA_005280355.1_ASM528035v1_CDS_2199"
