"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_009914415.1_ASM991441v1","GCF_009914435.1_ASM991443v1","GCF_009914475.1_ASM991447v1","GCA_010918035.1_ASM1091803v1","GCF_009914375.1_ASM991437v1","GCF_002953575.2_ASM295357v2","GCF_009734145.1_ASM973414v1","GCF_009914395.1_ASM991439v1","GCF_009296145.1_ASM929614v1","GCF_010917815.1_ASM1091781v1"
"GCF_009914415.1_ASM991441v1_CDS_1686","cloud","","2","2","1.0","NA","NA","","","","1229","1229","1229.0","GCF_009914415.1_ASM991441v1_CDS_1686","","GCF_009914475.1_ASM991447v1_CDS_0668","","","","","","",""
"GCF_009296145.1_ASM929614v1_CDS_1081","cloud","","1","1","1.0","NA","NA","","","","296","296","296.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1081",""
"GCF_009296145.1_ASM929614v1_CDS_1113","cloud","","1","1","1.0","NA","NA","","","","3032","3032","3032.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1113",""
"GCF_009296145.1_ASM929614v1_CDS_1433","cloud","","1","1","1.0","NA","NA","","","","1376","1376","1376.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1433",""
"GCF_009296145.1_ASM929614v1_CDS_1497","cloud","","2","2","1.0","NA","NA","","","","1202","1202","1202.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1400","GCF_009296145.1_ASM929614v1_CDS_1497",""
"GCF_009296145.1_ASM929614v1_CDS_2362","cloud","","1","1","1.0","NA","NA","","","","746","746","746.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2362",""
"GCF_009296145.1_ASM929614v1_CDS_2394","cloud","","5","7","1.4","NA","NA","","","","578","578","578.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2194","GCF_009914375.1_ASM991437v1_CDS_0472","","","GCF_009914395.1_ASM991439v1_CDS_2666" "GCF_009914395.1_ASM991439v1_CDS_2941","GCF_009296145.1_ASM929614v1_CDS_3045" "GCF_009296145.1_ASM929614v1_CDS_2394","GCF_010917815.1_ASM1091781v1_CDS_2425"
"GCF_009296145.1_ASM929614v1_CDS_2716","cloud","","1","1","1.0","NA","NA","","","","284","284","284.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2716",""
"GCF_009296145.1_ASM929614v1_CDS_3006","cloud","","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_3006",""
"GCF_009296145.1_ASM929614v1_CDS_3038","cloud","","1","1","1.0","NA","NA","","","","536","536","536.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_3038",""
"GCF_010917815.1_ASM1091781v1_CDS_0132","cloud","","1","1","1.0","NA","NA","","","","932","932","932.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_0132"
"GCF_009914415.1_ASM991441v1_CDS_2777","cloud","","2","2","1.0","NA","NA","","","","2096","2096","2096.0","GCF_009914415.1_ASM991441v1_CDS_2777","","GCF_009914475.1_ASM991447v1_CDS_2386","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0628","cloud","","1","1","1.0","NA","NA","","","","992","992","992.0","","GCF_009914435.1_ASM991443v1_CDS_0628","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2004","cloud","","1","1","1.0","NA","NA","","","","485","485","485.0","","GCF_009914435.1_ASM991443v1_CDS_2004","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2677","cloud","","1","1","1.0","NA","NA","","","","1022","1022","1022.0","","GCF_009914435.1_ASM991443v1_CDS_2677","","","","","","","",""
"GCF_009734145.1_ASM973414v1_CDS_1038","cloud","","2","2","1.0","NA","NA","","","","98","98","98.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1986","GCF_009734145.1_ASM973414v1_CDS_1038","","",""
"GCF_009734145.1_ASM973414v1_CDS_1646","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1646","","",""
"GCF_009734145.1_ASM973414v1_CDS_1838","cloud","","2","2","1.0","NA","NA","","","","956","956","956.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1750","GCF_009734145.1_ASM973414v1_CDS_1838","","",""
"GCF_009734145.1_ASM973414v1_CDS_1870","cloud","","1","1","1.0","NA","NA","","","","488","488","488.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1870","","",""
"GCF_009734145.1_ASM973414v1_CDS_2286","cloud","","1","1","1.0","NA","NA","","","","992","992","992.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2286","","",""
"GCF_009734145.1_ASM973414v1_CDS_2447","persistent","","10","10","1.0","NA","NA","","","","422","425","424.7","GCF_009914415.1_ASM991441v1_CDS_0596","GCF_009914435.1_ASM991443v1_CDS_0497","GCF_009914475.1_ASM991447v1_CDS_1757","GCA_010918035.1_ASM1091803v1_CDS_2156","GCF_009914375.1_ASM991437v1_CDS_1164","GCF_002953575.2_ASM295357v2_CDS_0612","GCF_009734145.1_ASM973414v1_CDS_2447","GCF_009914395.1_ASM991439v1_CDS_0497","GCF_009296145.1_ASM929614v1_CDS_2368","GCF_010917815.1_ASM1091781v1_CDS_2391"
"GCF_009734145.1_ASM973414v1_CDS_2768","cloud","","1","1","1.0","NA","NA","","","","1427","1427","1427.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2768","","",""
"GCF_009914475.1_ASM991447v1_CDS_1988","cloud","","2","2","1.0","NA","NA","","","","656","656","656.0","GCF_009914415.1_ASM991441v1_CDS_0365","","GCF_009914475.1_ASM991447v1_CDS_1988","","","","","","",""
"GCF_009914475.1_ASM991447v1_CDS_2822","cloud","","2","2","1.0","NA","NA","","","","263","263","263.0","","","GCF_009914475.1_ASM991447v1_CDS_2822","","","","","GCF_009914395.1_ASM991439v1_CDS_2692","",""
"GCA_010918035.1_ASM1091803v1_CDS_0792","cloud","","1","1","1.0","NA","NA","","","","557","557","557.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0792","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0824","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0824","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1016","cloud","","1","1","1.0","NA","NA","","","","140","140","140.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1016","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_2233","cloud","","1","1","1.0","NA","NA","","","","452","452","452.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2233","","","","","",""
"GCF_010917815.1_ASM1091781v1_CDS_3056","cloud","","2","2","1.0","NA","NA","","","","635","3521","2078.0","","","","GCA_010918035.1_ASM1091803v1_CDS_3000","","","","","","GCF_010917815.1_ASM1091781v1_CDS_3056"
"GCF_009914415.1_ASM991441v1_CDS_0344","cloud","","2","2","1.0","NA","NA","","","","980","980","980.0","GCF_009914415.1_ASM991441v1_CDS_0344","","GCF_009914475.1_ASM991447v1_CDS_2009","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_0730","cloud","","2","2","1.0","NA","NA","","","","1208","1208","1208.0","GCF_009914415.1_ASM991441v1_CDS_0730","","GCF_009914475.1_ASM991447v1_CDS_1623","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_1690","cloud","","2","2","1.0","NA","NA","","","","638","638","638.0","GCF_009914415.1_ASM991441v1_CDS_1690","","GCF_009914475.1_ASM991447v1_CDS_0664","","","","","","",""
"GCF_009734145.1_ASM973414v1_CDS_1616","cloud","","1","1","1.0","NA","NA","","","","260","260","260.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1616","","",""
"GCF_009734145.1_ASM973414v1_CDS_1648","cloud","","1","1","1.0","NA","NA","","","","692","692","692.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1648","","",""
"GCF_009734145.1_ASM973414v1_CDS_1840","cloud","","2","2","1.0","NA","NA","","","","1172","1172","1172.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1752","GCF_009734145.1_ASM973414v1_CDS_1840","","",""
"GCF_009734145.1_ASM973414v1_CDS_2770","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2770","","",""
"GCF_009914395.1_ASM991439v1_CDS_0196","cloud","","1","1","1.0","NA","NA","","","","119","119","119.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0196","",""
"GCF_009914395.1_ASM991439v1_CDS_0485","cloud","","1","1","1.0","NA","NA","","","","1058","1058","1058.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0485","",""
"GCF_009914395.1_ASM991439v1_CDS_1414","cloud","","2","3","1.5","NA","NA","","","","557","1277","828.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1414","GCF_009296145.1_ASM929614v1_CDS_1483" "GCF_009296145.1_ASM929614v1_CDS_1482",""
"GCF_009914475.1_ASM991447v1_CDS_2760","persistent","","10","10","1.0","NA","NA","","","","1394","1415","1412.0","GCF_009914415.1_ASM991441v1_CDS_2403","GCF_009914435.1_ASM991443v1_CDS_2366","GCF_009914475.1_ASM991447v1_CDS_2760","GCA_010918035.1_ASM1091803v1_CDS_0242","GCF_009914375.1_ASM991437v1_CDS_0174","GCF_002953575.2_ASM295357v2_CDS_2598","GCF_009734145.1_ASM973414v1_CDS_0421","GCF_009914395.1_ASM991439v1_CDS_2370","GCF_009296145.1_ASM929614v1_CDS_0445","GCF_010917815.1_ASM1091781v1_CDS_0422"
"GCF_009914475.1_ASM991447v1_CDS_2824","cloud","","1","1","1.0","NA","NA","","","","302","302","302.0","","","GCF_009914475.1_ASM991447v1_CDS_2824","","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0794","cloud","","1","1","1.0","NA","NA","","","","260","260","260.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0794","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0826","cloud","","1","1","1.0","NA","NA","","","","221","221","221.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0826","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1018","cloud","","3","3","1.0","NA","NA","","","","1484","1634","1584.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1018","GCF_009914375.1_ASM991437v1_CDS_2298","","","GCF_009914395.1_ASM991439v1_CDS_1652","",""
"GCA_010918035.1_ASM1091803v1_CDS_1050","cloud","","1","1","1.0","NA","NA","","","","536","536","536.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1050","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1338","persistent","","10","10","1.0","NA","NA","","","","2765","2777","2775.8","GCF_009914415.1_ASM991441v1_CDS_1414","GCF_009914435.1_ASM991443v1_CDS_1323","GCF_009914475.1_ASM991447v1_CDS_0941","GCA_010918035.1_ASM1091803v1_CDS_1338","GCF_009914375.1_ASM991437v1_CDS_2021","GCF_002953575.2_ASM295357v2_CDS_1379","GCF_009734145.1_ASM973414v1_CDS_1557","GCF_009914395.1_ASM991439v1_CDS_1353","GCF_009296145.1_ASM929614v1_CDS_1547","GCF_010917815.1_ASM1091781v1_CDS_1477"
"GCA_010918035.1_ASM1091803v1_CDS_2623","cloud","","1","1","1.0","NA","NA","","","","518","518","518.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2623","","","","","",""
"GCF_009914475.1_ASM991447v1_CDS_1766","cloud","","2","2","1.0","NA","NA","","","","692","692","692.0","GCF_009914415.1_ASM991441v1_CDS_0587","","GCF_009914475.1_ASM991447v1_CDS_1766","","","","","","",""
"GCF_009914475.1_ASM991447v1_CDS_2441","cloud","","4","4","1.0","NA","NA","","","","296","368","315.5","GCF_009914415.1_ASM991441v1_CDS_2722","","GCF_009914475.1_ASM991447v1_CDS_2441","","GCF_009914375.1_ASM991437v1_CDS_2451","","","GCF_009914395.1_ASM991439v1_CDS_1820","",""
"GCF_009914475.1_ASM991447v1_CDS_2825","cloud","","1","1","1.0","NA","NA","","","","656","656","656.0","","","GCF_009914475.1_ASM991447v1_CDS_2825","","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0795","cloud","","1","1","1.0","NA","NA","","","","266","266","266.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0795","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0827","cloud","","1","1","1.0","NA","NA","","","","410","410","410.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0827","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1051","cloud","","1","1","1.0","NA","NA","","","","596","596","596.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1051","","","","","",""
"GCF_010917815.1_ASM1091781v1_CDS_2222","cloud","","3","3","1.0","NA","NA","","","","1139","1139","1139.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0659","GCF_009296145.1_ASM929614v1_CDS_3036","GCF_010917815.1_ASM1091781v1_CDS_2222"
"GCF_010917815.1_ASM1091781v1_CDS_2254","cloud","","1","1","1.0","NA","NA","","","","1364","1364","1364.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2254"
"GCF_010917815.1_ASM1091781v1_CDS_2835","cloud","","1","1","1.0","NA","NA","","","","1124","1124","1124.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2835"
"GCF_010917815.1_ASM1091781v1_CDS_3027","cloud","","2","2","1.0","NA","NA","","","","839","839","839.0","","","","GCA_010918035.1_ASM1091803v1_CDS_3032","","","","","","GCF_010917815.1_ASM1091781v1_CDS_3027"
"GCF_009914415.1_ASM991441v1_CDS_0733","cloud","","2","2","1.0","NA","NA","","","","230","230","230.0","GCF_009914415.1_ASM991441v1_CDS_0733","","GCF_009914475.1_ASM991447v1_CDS_1620","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_1725","cloud","","4","4","1.0","NA","NA","","","","470","1004","737.0","GCF_009914415.1_ASM991441v1_CDS_1725","","GCF_009914475.1_ASM991447v1_CDS_0630","","","GCF_002953575.2_ASM295357v2_CDS_0942","GCF_009734145.1_ASM973414v1_CDS_2112","","",""
"GCF_009914395.1_ASM991439v1_CDS_0681","cloud","","1","1","1.0","NA","NA","","","","314","314","314.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0681","",""
"GCF_009914395.1_ASM991439v1_CDS_0841","cloud","","1","1","1.0","NA","NA","","","","803","803","803.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0841","",""
"GCF_009914395.1_ASM991439v1_CDS_1225","cloud","","2","2","1.0","NA","NA","","","","806","806","806.0","","","","","GCF_009914375.1_ASM991437v1_CDS_1893","","","GCF_009914395.1_ASM991439v1_CDS_1225","",""
"GCF_009914395.1_ASM991439v1_CDS_1417","cloud","","2","2","1.0","NA","NA","","","","1163","1271","1217.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1417","GCF_009296145.1_ASM929614v1_CDS_1478",""
"GCF_009914395.1_ASM991439v1_CDS_1641","cloud","","2","2","1.0","NA","NA","","","","686","686","686.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1686","","GCF_009914395.1_ASM991439v1_CDS_1641","",""
"GCF_009914395.1_ASM991439v1_CDS_1673","cloud","","1","1","1.0","NA","NA","","","","833","833","833.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1673","",""
"GCF_009914395.1_ASM991439v1_CDS_2826","cloud","","2","2","1.0","NA","NA","","","","275","275","275.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2919","","","GCF_009914395.1_ASM991439v1_CDS_2826","",""
"GCF_009914395.1_ASM991439v1_CDS_2858","cloud","","2","2","1.0","NA","NA","","","","821","821","821.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2951","","","GCF_009914395.1_ASM991439v1_CDS_2858","",""
"GCF_009914395.1_ASM991439v1_CDS_2890","cloud","","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_2890","",""
"GCF_009914395.1_ASM991439v1_CDS_2922","cloud","","1","1","1.0","NA","NA","","","","725","725","725.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_2922","",""
"GCF_009914395.1_ASM991439v1_CDS_3018","cloud","","1","2","2.0","NA","NA","","","","866","866","866.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_3018" "GCF_009914395.1_ASM991439v1_CDS_3015","",""
"GCF_009296145.1_ASM929614v1_CDS_0063","cloud","","1","1","1.0","NA","NA","","","","374","374","374.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_0063",""
"GCF_009296145.1_ASM929614v1_CDS_0159","cloud","","1","1","1.0","NA","NA","","","","107","107","107.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_0159",""
"GCF_009296145.1_ASM929614v1_CDS_2950","cloud","","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2950",""
"GCF_009296145.1_ASM929614v1_CDS_3078","cloud","","1","1","1.0","NA","NA","","","","722","722","722.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_3078",""
"GCF_010917815.1_ASM1091781v1_CDS_0909","cloud","","2","2","1.0","NA","NA","","","","578","578","578.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_0937","GCF_010917815.1_ASM1091781v1_CDS_0909"
"GCF_010917815.1_ASM1091781v1_CDS_1037","cloud","","2","2","1.0","NA","NA","","","","320","320","320.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2467","","","","","GCF_010917815.1_ASM1091781v1_CDS_1037"
"GCF_010917815.1_ASM1091781v1_CDS_1133","cloud","","1","1","1.0","NA","NA","","","","677","677","677.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1133"
"GCF_010917815.1_ASM1091781v1_CDS_1165","cloud","","1","1","1.0","NA","NA","","","","716","716","716.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1165"
"GCF_010917815.1_ASM1091781v1_CDS_1551","cloud","","1","1","1.0","NA","NA","","","","995","995","995.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1551"
"GCF_010917815.1_ASM1091781v1_CDS_1583","cloud","","2","2","1.0","NA","NA","","","","1121","1121","1121.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1866","","","GCF_010917815.1_ASM1091781v1_CDS_1583"
"GCF_010917815.1_ASM1091781v1_CDS_2224","cloud","","2","2","1.0","NA","NA","","","","536","536","536.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0657","","GCF_010917815.1_ASM1091781v1_CDS_2224"
"GCF_010917815.1_ASM1091781v1_CDS_2256","cloud","","1","1","1.0","NA","NA","","","","1634","1634","1634.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2256"
"GCF_010917815.1_ASM1091781v1_CDS_2417","cloud","","3","3","1.0","NA","NA","","","","476","476","476.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2187","","","","","GCF_009296145.1_ASM929614v1_CDS_2388","GCF_010917815.1_ASM1091781v1_CDS_2417"
"GCF_009734145.1_ASM973414v1_CDS_1621","cloud","","1","1","1.0","NA","NA","","","","1652","1652","1652.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1621","","",""
"GCF_009734145.1_ASM973414v1_CDS_1653","cloud","","2","2","1.0","NA","NA","","","","992","992","992.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1782","GCF_009734145.1_ASM973414v1_CDS_1653","","",""
"GCF_009734145.1_ASM973414v1_CDS_1845","cloud","","2","2","1.0","NA","NA","","","","476","476","476.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1757","GCF_009734145.1_ASM973414v1_CDS_1845","","",""
"GCF_009734145.1_ASM973414v1_CDS_1877","cloud","","1","1","1.0","NA","NA","","","","1205","1205","1205.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1877","","",""
"GCF_009734145.1_ASM973414v1_CDS_2133","persistent","","10","10","1.0","NA","NA","","","","3167","3209","3200.6","GCF_009914415.1_ASM991441v1_CDS_0965","GCF_009914435.1_ASM991443v1_CDS_0860","GCF_009914475.1_ASM991447v1_CDS_1388","GCA_010918035.1_ASM1091803v1_CDS_1786","GCF_009914375.1_ASM991437v1_CDS_1578","GCF_002953575.2_ASM295357v2_CDS_0924","GCF_009734145.1_ASM973414v1_CDS_2133","GCF_009914395.1_ASM991439v1_CDS_0908","GCF_009296145.1_ASM929614v1_CDS_2011","GCF_010917815.1_ASM1091781v1_CDS_1983"
"GCF_009734145.1_ASM973414v1_CDS_2518","cloud","","1","1","1.0","NA","NA","","","","1790","1790","1790.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2518","","",""
"GCF_009734145.1_ASM973414v1_CDS_2582","cloud","","2","2","1.0","NA","NA","","","","1109","1109","1109.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2582","","GCF_009296145.1_ASM929614v1_CDS_2483",""
"GCF_009734145.1_ASM973414v1_CDS_2775","cloud","","1","1","1.0","NA","NA","","","","785","785","785.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2775","","",""
"GCF_009734145.1_ASM973414v1_CDS_2839","cloud","","2","2","1.0","NA","NA","","","","2237","2270","2253.5","","","","","","GCF_002953575.2_ASM295357v2_CDS_2079","GCF_009734145.1_ASM973414v1_CDS_2839","","",""
"GCF_009914395.1_ASM991439v1_CDS_0201","cloud","","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0201","",""
"GCF_009914395.1_ASM991439v1_CDS_0651","cloud","","3","3","1.0","NA","NA","","","","398","398","398.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0651","GCF_009296145.1_ASM929614v1_CDS_3020","GCF_010917815.1_ASM1091781v1_CDS_2230"
"GCA_010918035.1_ASM1091803v1_CDS_2628","cloud","","1","1","1.0","NA","NA","","","","590","590","590.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2628","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_3044","cloud","","1","1","1.0","NA","NA","","","","314","314","314.0","","","","GCA_010918035.1_ASM1091803v1_CDS_3044","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_3140","cloud","","2","2","1.0","NA","NA","","","","341","341","341.0","","","","GCA_010918035.1_ASM1091803v1_CDS_3140","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2962"
"GCF_009914375.1_ASM991437v1_CDS_0071","cloud","","1","1","1.0","NA","NA","","","","518","518","518.0","","","","","GCF_009914375.1_ASM991437v1_CDS_0071","","","","",""
"GCF_009914375.1_ASM991437v1_CDS_1322","cloud","","1","1","1.0","NA","NA","","","","668","668","668.0","","","","","GCF_009914375.1_ASM991437v1_CDS_1322","","","","",""
"GCF_009914375.1_ASM991437v1_CDS_1546","cloud","","1","1","1.0","NA","NA","","","","1085","1085","1085.0","","","","","GCF_009914375.1_ASM991437v1_CDS_1546","","","","",""
"GCF_009914375.1_ASM991437v1_CDS_2090","cloud","","2","2","1.0","NA","NA","","","","935","935","935.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2090","","","GCF_009914395.1_ASM991439v1_CDS_1451","",""
"GCF_009914375.1_ASM991437v1_CDS_2122","shell","","5","7","1.4","NA","NA","","","","164","1292","600.29","","","","GCA_010918035.1_ASM1091803v1_CDS_1215","GCF_009914375.1_ASM991437v1_CDS_2122","GCF_002953575.2_ASM295357v2_CDS_1497","GCF_009734145.1_ASM973414v1_CDS_1446" "GCF_009734145.1_ASM973414v1_CDS_1444" "GCF_009734145.1_ASM973414v1_CDS_1445","GCF_009914395.1_ASM991439v1_CDS_1492","",""
"GCF_009914375.1_ASM991437v1_CDS_2282","cloud","","1","1","1.0","NA","NA","","","","578","578","578.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2282","","","","",""
"GCF_009914375.1_ASM991437v1_CDS_2314","cloud","","1","1","1.0","NA","NA","","","","734","734","734.0","","","","","GCF_009914375.1_ASM991437v1_CDS_2314","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0283","cloud","","1","1","1.0","NA","NA","","","","545","545","545.0","","GCF_009914435.1_ASM991443v1_CDS_0283","","","","","","","",""
"GCF_009734145.1_ASM973414v1_CDS_1623","cloud","","1","1","1.0","NA","NA","","","","3527","3527","3527.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1623","","",""
"GCF_009734145.1_ASM973414v1_CDS_1655","cloud","","2","2","1.0","NA","NA","","","","368","368","368.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1784","GCF_009734145.1_ASM973414v1_CDS_1655","","",""
"GCF_009734145.1_ASM973414v1_CDS_1847","cloud","","1","1","1.0","NA","NA","","","","113","113","113.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_1847","","",""
"GCF_009734145.1_ASM973414v1_CDS_2456","cloud","","1","1","1.0","NA","NA","","","","776","776","776.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2456","","",""
"GCF_009734145.1_ASM973414v1_CDS_2584","cloud","","2","2","1.0","NA","NA","","","","125","125","125.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2584","","GCF_009296145.1_ASM929614v1_CDS_2485",""
"GCF_009734145.1_ASM973414v1_CDS_2616","cloud","","2","3","1.5","NA","NA","","","","608","701","670.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2616","","","GCF_010917815.1_ASM1091781v1_CDS_3115" "GCF_010917815.1_ASM1091781v1_CDS_3113"
"GCF_009734145.1_ASM973414v1_CDS_2745","cloud","","1","1","1.0","NA","NA","","","","437","437","437.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2745","","",""
"GCF_009734145.1_ASM973414v1_CDS_2777","cloud","","1","1","1.0","NA","NA","","","","512","512","512.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2777","","",""
"GCF_009914395.1_ASM991439v1_CDS_0203","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0203","",""
"GCF_009296145.1_ASM929614v1_CDS_0933","cloud","","2","2","1.0","NA","NA","","","","779","779","779.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_0933","GCF_010917815.1_ASM1091781v1_CDS_0905"
"GCF_009296145.1_ASM929614v1_CDS_1061","cloud","","1","1","1.0","NA","NA","","","","263","263","263.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1061",""
"GCF_009296145.1_ASM929614v1_CDS_1093","cloud","","1","1","1.0","NA","NA","","","","2813","2813","2813.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1093",""
"GCF_009296145.1_ASM929614v1_CDS_1477","cloud","","2","2","1.0","NA","NA","","","","497","497","497.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1418","GCF_009296145.1_ASM929614v1_CDS_1477",""
"GCF_009296145.1_ASM929614v1_CDS_2728","cloud","","1","1","1.0","NA","NA","","","","416","416","416.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2728",""
"GCF_010917815.1_ASM1091781v1_CDS_0048","cloud","","3","4","1.33","NA","NA","","","","656","893","833.75","","","","GCA_010918035.1_ASM1091803v1_CDS_2169","","","","GCF_009914395.1_ASM991439v1_CDS_0482","","GCF_010917815.1_ASM1091781v1_CDS_2403" "GCF_010917815.1_ASM1091781v1_CDS_0048"
"GCF_010917815.1_ASM1091781v1_CDS_0144","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_0144"
