"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCF_002082665.1_ASM208266v1_CDS_2392","persistent","","10","12","1.2","NA","NA","","","","113","1025","834.75","GCA_003359435.2_ASM335943v2_CDS_2841","GCF_004295305.1_ASM429530v1_CDS_2195","GCF_002951295.1_ASM295129v1_CDS_1830","GCF_003143895.1_ASM314389v1_CDS_2180","GCF_000814165.3_ASM81416v3_CDS_2120","GCF_002082665.1_ASM208266v1_CDS_2392","GCA_003359375.2_ASM335937v2_CDS_3353","GCA_003359395.2_ASM335939v2_CDS_3313" "GCA_003359395.2_ASM335939v2_CDS_3314","GCA_003359355.2_ASM335935v2_CDS_3607" "GCA_003359355.2_ASM335935v2_CDS_3606","GCA_003359505.2_ASM335950v2_CDS_3397"
"GCF_002082665.1_ASM208266v1_CDS_2456","persistent","","10","18","1.8","NA","NA","","","","122","1694","853.67","GCA_003359435.2_ASM335943v2_CDS_2914" "GCA_003359435.2_ASM335943v2_CDS_2915" "GCA_003359435.2_ASM335943v2_CDS_2913","GCF_004295305.1_ASM429530v1_CDS_2254","GCF_002951295.1_ASM295129v1_CDS_1889","GCF_003143895.1_ASM314389v1_CDS_2241","GCF_000814165.3_ASM81416v3_CDS_2181","GCF_002082665.1_ASM208266v1_CDS_2456","GCA_003359375.2_ASM335937v2_CDS_3448" "GCA_003359375.2_ASM335937v2_CDS_3449","GCA_003359395.2_ASM335939v2_CDS_3395" "GCA_003359395.2_ASM335939v2_CDS_3396","GCA_003359355.2_ASM335935v2_CDS_3700" "GCA_003359355.2_ASM335935v2_CDS_3699" "GCA_003359355.2_ASM335935v2_CDS_3701" "GCA_003359355.2_ASM335935v2_CDS_3698","GCA_003359505.2_ASM335950v2_CDS_3478" "GCA_003359505.2_ASM335950v2_CDS_3479"
"GCF_002082665.1_ASM208266v1_CDS_3032","cloud","","1","1","1.0","NA","NA","","","","950","950","950.0","","","","","","GCF_002082665.1_ASM208266v1_CDS_3032","","","",""
"GCF_002082665.1_ASM208266v1_CDS_3096","cloud","","3","3","1.0","NA","NA","","","","200","212","204.0","","","GCF_002951295.1_ASM295129v1_CDS_2494","GCF_003143895.1_ASM314389v1_CDS_3218","","GCF_002082665.1_ASM208266v1_CDS_3096","","","",""
"GCF_002082665.1_ASM208266v1_CDS_3322","persistent","","10","15","1.5","NA","NA","","","","380","968","616.0","GCA_003359435.2_ASM335943v2_CDS_3881" "GCA_003359435.2_ASM335943v2_CDS_3882","GCF_004295305.1_ASM429530v1_CDS_3009","GCF_002951295.1_ASM295129v1_CDS_2748","GCF_003143895.1_ASM314389v1_CDS_3101","GCF_000814165.3_ASM81416v3_CDS_2946","GCF_002082665.1_ASM208266v1_CDS_3322","GCA_003359375.2_ASM335937v2_CDS_4662" "GCA_003359375.2_ASM335937v2_CDS_4661","GCA_003359395.2_ASM335939v2_CDS_4774" "GCA_003359395.2_ASM335939v2_CDS_4773","GCA_003359355.2_ASM335935v2_CDS_5116" "GCA_003359355.2_ASM335935v2_CDS_5117","GCA_003359505.2_ASM335950v2_CDS_4701" "GCA_003359505.2_ASM335950v2_CDS_4702"
"GCF_002082665.1_ASM208266v1_CDS_3386","persistent","","10","17","1.7","NA","NA","","","","941","953","948.76","GCA_003359435.2_ASM335943v2_CDS_3569" "GCA_003359435.2_ASM335943v2_CDS_3967","GCF_004295305.1_ASM429530v1_CDS_3075" "GCF_004295305.1_ASM429530v1_CDS_2758","GCF_002951295.1_ASM295129v1_CDS_2812" "GCF_002951295.1_ASM295129v1_CDS_2537","GCF_003143895.1_ASM314389v1_CDS_3165" "GCF_003143895.1_ASM314389v1_CDS_2850","GCF_000814165.3_ASM81416v3_CDS_2737","GCF_002082665.1_ASM208266v1_CDS_3386" "GCF_002082665.1_ASM208266v1_CDS_3139","GCA_003359375.2_ASM335937v2_CDS_4384","GCA_003359395.2_ASM335939v2_CDS_4365","GCA_003359355.2_ASM335935v2_CDS_4693" "GCA_003359355.2_ASM335935v2_CDS_5219","GCA_003359505.2_ASM335950v2_CDS_4439" "GCA_003359505.2_ASM335950v2_CDS_4801"
"GCF_002082665.1_ASM208266v1_CDS_3418","shell","","6","9","1.5","NA","NA","","","","254","1112","679.33","GCA_003359435.2_ASM335943v2_CDS_4006" "GCA_003359435.2_ASM335943v2_CDS_4007","","GCF_002951295.1_ASM295129v1_CDS_2845","GCF_003143895.1_ASM314389v1_CDS_3196","","GCF_002082665.1_ASM208266v1_CDS_3418","","","GCA_003359355.2_ASM335935v2_CDS_5273" "GCA_003359355.2_ASM335935v2_CDS_5272","GCA_003359505.2_ASM335950v2_CDS_4854" "GCA_003359505.2_ASM335950v2_CDS_4853"
"GCA_003359375.2_ASM335937v2_CDS_0132","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_0132","","",""
"GCA_003359505.2_ASM335950v2_CDS_3899","cloud","","2","2","1.0","NA","NA","","","","311","311","311.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_3844","","","GCA_003359505.2_ASM335950v2_CDS_3899"
"GCA_003359505.2_ASM335950v2_CDS_3963","cloud","","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_3963"
"GCA_003359505.2_ASM335950v2_CDS_4059","cloud","","1","1","1.0","NA","NA","","","","197","197","197.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_4059"
"GCA_003359505.2_ASM335950v2_CDS_4251","persistent","","10","15","1.5","NA","NA","","","","197","1181","791.6","GCA_003359435.2_ASM335943v2_CDS_3419" "GCA_003359435.2_ASM335943v2_CDS_3418","GCF_004295305.1_ASM429530v1_CDS_2627","GCF_002951295.1_ASM295129v1_CDS_2377","GCF_003143895.1_ASM314389v1_CDS_2712","GCF_000814165.3_ASM81416v3_CDS_2607","GCF_002082665.1_ASM208266v1_CDS_2946","GCA_003359375.2_ASM335937v2_CDS_4159" "GCA_003359375.2_ASM335937v2_CDS_4157" "GCA_003359375.2_ASM335937v2_CDS_4158","GCA_003359395.2_ASM335939v2_CDS_4091" "GCA_003359395.2_ASM335939v2_CDS_4092","GCA_003359355.2_ASM335935v2_CDS_4387" "GCA_003359355.2_ASM335935v2_CDS_4386","GCA_003359505.2_ASM335950v2_CDS_4251"
"GCA_003359505.2_ASM335950v2_CDS_4283","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_4283"
"GCA_003359505.2_ASM335950v2_CDS_4443","persistent","","10","10","1.0","NA","NA","","","","419","536","472.1","GCA_003359435.2_ASM335943v2_CDS_3572","GCF_004295305.1_ASM429530v1_CDS_2761","GCF_002951295.1_ASM295129v1_CDS_2540","GCF_003143895.1_ASM314389v1_CDS_2853","GCF_000814165.3_ASM81416v3_CDS_2740","GCF_002082665.1_ASM208266v1_CDS_3142","GCA_003359375.2_ASM335937v2_CDS_4387","GCA_003359395.2_ASM335939v2_CDS_4370","GCA_003359355.2_ASM335935v2_CDS_4698","GCA_003359505.2_ASM335950v2_CDS_4443"
"GCA_003359505.2_ASM335950v2_CDS_4829","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_4829"
"GCA_003359505.2_ASM335950v2_CDS_5053","cloud","","2","2","1.0","NA","NA","","","","104","128","116.0","GCA_003359435.2_ASM335943v2_CDS_4132","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5053"
"GCA_003359505.2_ASM335950v2_CDS_5374","cloud","","1","3","3.0","NA","NA","","","","209","527","358.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_4875" "GCA_003359505.2_ASM335950v2_CDS_0829" "GCA_003359505.2_ASM335950v2_CDS_5374"
"GCA_003359505.2_ASM335950v2_CDS_5406","cloud","","1","1","1.0","NA","NA","","","","260","260","260.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5406"
"GCA_003359505.2_ASM335950v2_CDS_5726","cloud","","1","1","1.0","NA","NA","","","","431","431","431.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5726"
"GCA_003359505.2_ASM335950v2_CDS_5758","cloud","","1","1","1.0","NA","NA","","","","188","188","188.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5758"
"GCA_003359505.2_ASM335950v2_CDS_5790","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5790"
"GCA_003359505.2_ASM335950v2_CDS_5822","cloud","","1","1","1.0","NA","NA","","","","320","320","320.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5822"
"GCA_003359505.2_ASM335950v2_CDS_5854","cloud","","1","1","1.0","NA","NA","","","","854","854","854.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5854"
"GCA_003359505.2_ASM335950v2_CDS_5886","cloud","","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5886"
"GCA_003359505.2_ASM335950v2_CDS_5918","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_5918"
"GCA_003359505.2_ASM335950v2_CDS_6078","cloud","","1","1","1.0","NA","NA","","","","359","359","359.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_6078"
"GCA_003359435.2_ASM335943v2_CDS_0202","persistent","","10","14","1.4","NA","NA","","","","149","911","633.07","GCA_003359435.2_ASM335943v2_CDS_0202","GCF_004295305.1_ASM429530v1_CDS_0140","GCF_002951295.1_ASM295129v1_CDS_3533","GCF_003143895.1_ASM314389v1_CDS_0130","GCF_000814165.3_ASM81416v3_CDS_0134","GCF_002082665.1_ASM208266v1_CDS_0252","GCA_003359375.2_ASM335937v2_CDS_0234" "GCA_003359375.2_ASM335937v2_CDS_0235","GCA_003359395.2_ASM335939v2_CDS_0252" "GCA_003359395.2_ASM335939v2_CDS_0251","GCA_003359355.2_ASM335935v2_CDS_0269" "GCA_003359355.2_ASM335935v2_CDS_0270","GCA_003359505.2_ASM335950v2_CDS_0183" "GCA_003359505.2_ASM335950v2_CDS_0184"
"GCA_003359435.2_ASM335943v2_CDS_0330","persistent","","10","11","1.1","NA","NA","","","","260","1001","883.45","GCA_003359435.2_ASM335943v2_CDS_0330","GCF_004295305.1_ASM429530v1_CDS_0238","GCF_002951295.1_ASM295129v1_CDS_3611","GCF_003143895.1_ASM314389v1_CDS_0212","GCF_000814165.3_ASM81416v3_CDS_0232","GCF_002082665.1_ASM208266v1_CDS_0342","GCA_003359375.2_ASM335937v2_CDS_0363","GCA_003359395.2_ASM335939v2_CDS_0382","GCA_003359355.2_ASM335935v2_CDS_0411","GCA_003359505.2_ASM335950v2_CDS_0314" "GCA_003359505.2_ASM335950v2_CDS_0315"
"GCA_003359435.2_ASM335943v2_CDS_0778","persistent","","10","14","1.4","NA","NA","","","","236","1274","812.21","GCA_003359435.2_ASM335943v2_CDS_0778","GCF_004295305.1_ASM429530v1_CDS_0601","GCF_002951295.1_ASM295129v1_CDS_0218","GCF_003143895.1_ASM314389v1_CDS_0593","GCF_000814165.3_ASM81416v3_CDS_0574","GCF_002082665.1_ASM208266v1_CDS_0727","GCA_003359375.2_ASM335937v2_CDS_0919" "GCA_003359375.2_ASM335937v2_CDS_0918" "GCA_003359375.2_ASM335937v2_CDS_0917","GCA_003359395.2_ASM335939v2_CDS_0934","GCA_003359355.2_ASM335935v2_CDS_0992" "GCA_003359355.2_ASM335935v2_CDS_0993","GCA_003359505.2_ASM335950v2_CDS_0851" "GCA_003359505.2_ASM335950v2_CDS_0852"
"GCA_003359355.2_ASM335935v2_CDS_0326","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0326",""
"GCA_003359355.2_ASM335935v2_CDS_0679","persistent","","7","7","1.0","NA","NA","","","","209","284","273.29","GCA_003359435.2_ASM335943v2_CDS_0542","GCF_004295305.1_ASM429530v1_CDS_0398","","GCF_003143895.1_ASM314389v1_CDS_0356","GCF_000814165.3_ASM81416v3_CDS_0388","","GCA_003359375.2_ASM335937v2_CDS_0629","GCA_003359395.2_ASM335939v2_CDS_0643","GCA_003359355.2_ASM335935v2_CDS_0679",""
"GCA_003359355.2_ASM335935v2_CDS_0873","persistent","","10","11","1.1","NA","NA","","","","290","656","596.55","GCA_003359435.2_ASM335943v2_CDS_0685","GCF_004295305.1_ASM429530v1_CDS_0520","GCF_002951295.1_ASM295129v1_CDS_0148","GCF_003143895.1_ASM314389v1_CDS_0484","GCF_000814165.3_ASM81416v3_CDS_0507","GCF_002082665.1_ASM208266v1_CDS_0606","GCA_003359375.2_ASM335937v2_CDS_0808","GCA_003359395.2_ASM335939v2_CDS_0821" "GCA_003359395.2_ASM335939v2_CDS_0820","GCA_003359355.2_ASM335935v2_CDS_0873","GCA_003359505.2_ASM335950v2_CDS_0683"
"GCA_003359355.2_ASM335935v2_CDS_1131","cloud","","1","1","1.0","NA","NA","","","","152","152","152.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_1131",""
"GCA_003359355.2_ASM335935v2_CDS_1260","persistent","","10","12","1.2","NA","NA","","","","371","2096","1686.25","GCA_003359435.2_ASM335943v2_CDS_0981" "GCA_003359435.2_ASM335943v2_CDS_0980","GCF_004295305.1_ASM429530v1_CDS_0754","GCF_002951295.1_ASM295129v1_CDS_0366","GCF_003143895.1_ASM314389v1_CDS_0771","GCF_000814165.3_ASM81416v3_CDS_0740","GCF_002082665.1_ASM208266v1_CDS_0899","GCA_003359375.2_ASM335937v2_CDS_1148","GCA_003359395.2_ASM335939v2_CDS_1182","GCA_003359355.2_ASM335935v2_CDS_1260","GCA_003359505.2_ASM335950v2_CDS_1058" "GCA_003359505.2_ASM335950v2_CDS_1059"
"GCA_003359355.2_ASM335935v2_CDS_1964","cloud","","2","2","1.0","NA","NA","","","","200","254","227.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6021","GCA_003359355.2_ASM335935v2_CDS_1964",""
"GCA_003359355.2_ASM335935v2_CDS_2252","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_2252",""
"GCA_003359355.2_ASM335935v2_CDS_2444","cloud","","1","1","1.0","NA","NA","","","","524","524","524.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_2444",""
"GCA_003359355.2_ASM335935v2_CDS_3436","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_3436",""
"GCA_003359375.2_ASM335937v2_CDS_5512","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_5512","","",""
"GCA_003359375.2_ASM335937v2_CDS_5608","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_5608","","",""
"GCA_003359375.2_ASM335937v2_CDS_5673","cloud","","2","2","1.0","NA","NA","","","","401","401","401.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_5673","","GCA_003359355.2_ASM335935v2_CDS_6606",""
"GCA_003359375.2_ASM335937v2_CDS_5769","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_5769","","",""
"GCA_003359395.2_ASM335939v2_CDS_0223","cloud","","3","3","1.0","NA","NA","","","","266","266","266.0","GCA_003359435.2_ASM335943v2_CDS_0173","","","","","","","GCA_003359395.2_ASM335939v2_CDS_0223","GCA_003359355.2_ASM335935v2_CDS_0234",""
"GCA_003359395.2_ASM335939v2_CDS_0255","persistent","","10","10","1.0","NA","NA","","","","824","824","824.0","GCA_003359435.2_ASM335943v2_CDS_0205","GCF_004295305.1_ASM429530v1_CDS_0143","GCF_002951295.1_ASM295129v1_CDS_3536","GCF_003143895.1_ASM314389v1_CDS_0133","GCF_000814165.3_ASM81416v3_CDS_0137","GCF_002082665.1_ASM208266v1_CDS_0255","GCA_003359375.2_ASM335937v2_CDS_0238","GCA_003359395.2_ASM335939v2_CDS_0255","GCA_003359355.2_ASM335935v2_CDS_0273","GCA_003359505.2_ASM335950v2_CDS_0188"
"GCA_003359395.2_ASM335939v2_CDS_0544","cloud","","1","1","1.0","NA","NA","","","","386","386","386.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_0544","",""
"GCA_003359395.2_ASM335939v2_CDS_1730","cloud","","1","1","1.0","NA","NA","","","","431","431","431.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_1730","",""
"GCA_003359395.2_ASM335939v2_CDS_1762","cloud","","1","1","1.0","NA","NA","","","","245","245","245.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_1762","",""
"GCA_003359395.2_ASM335939v2_CDS_1986","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_1986","",""
"GCF_003143895.1_ASM314389v1_CDS_0541","cloud","","1","1","1.0","NA","NA","","","","215","215","215.0","","","","GCF_003143895.1_ASM314389v1_CDS_0541","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_0637","persistent","","10","14","1.4","NA","NA","","","","200","1205","849.71","GCA_003359435.2_ASM335943v2_CDS_0835" "GCA_003359435.2_ASM335943v2_CDS_0836","GCF_004295305.1_ASM429530v1_CDS_0643","GCF_002951295.1_ASM295129v1_CDS_0260","GCF_003143895.1_ASM314389v1_CDS_0637","GCF_000814165.3_ASM81416v3_CDS_0615","GCF_002082665.1_ASM208266v1_CDS_0769","GCA_003359375.2_ASM335937v2_CDS_0992","GCA_003359395.2_ASM335939v2_CDS_1006" "GCA_003359395.2_ASM335939v2_CDS_1005" "GCA_003359395.2_ASM335939v2_CDS_1004","GCA_003359355.2_ASM335935v2_CDS_1066" "GCA_003359355.2_ASM335935v2_CDS_1067","GCA_003359505.2_ASM335950v2_CDS_0912"
"GCF_003143895.1_ASM314389v1_CDS_0797","persistent","","10","12","1.2","NA","NA","","","","194","710","596.5","GCA_003359435.2_ASM335943v2_CDS_1010","GCF_004295305.1_ASM429530v1_CDS_0780","GCF_002951295.1_ASM295129v1_CDS_0392","GCF_003143895.1_ASM314389v1_CDS_0797","GCF_000814165.3_ASM81416v3_CDS_0766","GCF_002082665.1_ASM208266v1_CDS_0925","GCA_003359375.2_ASM335937v2_CDS_1188" "GCA_003359375.2_ASM335937v2_CDS_1187","GCA_003359395.2_ASM335939v2_CDS_1220","GCA_003359355.2_ASM335935v2_CDS_1299" "GCA_003359355.2_ASM335935v2_CDS_1300","GCA_003359505.2_ASM335950v2_CDS_1095"
"GCF_003143895.1_ASM314389v1_CDS_0829","persistent","","10","13","1.3","NA","NA","","","","431","1319","1008.15","GCA_003359435.2_ASM335943v2_CDS_1057","GCF_004295305.1_ASM429530v1_CDS_0816","GCF_002951295.1_ASM295129v1_CDS_0429","GCF_003143895.1_ASM314389v1_CDS_0829","GCF_000814165.3_ASM81416v3_CDS_0801","GCF_002082665.1_ASM208266v1_CDS_0962","GCA_003359375.2_ASM335937v2_CDS_1262" "GCA_003359375.2_ASM335937v2_CDS_1261","GCA_003359395.2_ASM335939v2_CDS_1277" "GCA_003359395.2_ASM335939v2_CDS_1276","GCA_003359355.2_ASM335935v2_CDS_1381" "GCA_003359355.2_ASM335935v2_CDS_1382","GCA_003359505.2_ASM335950v2_CDS_1134"
"GCF_003143895.1_ASM314389v1_CDS_0893","persistent","","10","13","1.3","NA","NA","","","","149","1118","854.0","GCA_003359435.2_ASM335943v2_CDS_1233","GCF_004295305.1_ASM429530v1_CDS_0874","GCF_002951295.1_ASM295129v1_CDS_0499","GCF_003143895.1_ASM314389v1_CDS_0893","GCF_000814165.3_ASM81416v3_CDS_0910","GCF_002082665.1_ASM208266v1_CDS_1090","GCA_003359375.2_ASM335937v2_CDS_1374" "GCA_003359375.2_ASM335937v2_CDS_1373","GCA_003359395.2_ASM335939v2_CDS_1422","GCA_003359355.2_ASM335935v2_CDS_1537" "GCA_003359355.2_ASM335935v2_CDS_1536","GCA_003359505.2_ASM335950v2_CDS_1294" "GCA_003359505.2_ASM335950v2_CDS_1293"
"GCF_003143895.1_ASM314389v1_CDS_0925","persistent","","10","10","1.0","NA","NA","","","","821","1040","992.3","GCA_003359435.2_ASM335943v2_CDS_1275","GCF_004295305.1_ASM429530v1_CDS_0906","GCF_002951295.1_ASM295129v1_CDS_0531","GCF_003143895.1_ASM314389v1_CDS_0925","GCF_000814165.3_ASM81416v3_CDS_0942","GCF_002082665.1_ASM208266v1_CDS_1122","GCA_003359375.2_ASM335937v2_CDS_1431","GCA_003359395.2_ASM335939v2_CDS_1484","GCA_003359355.2_ASM335935v2_CDS_1597","GCA_003359505.2_ASM335950v2_CDS_1344"
"GCF_003143895.1_ASM314389v1_CDS_0989","persistent","","10","15","1.5","NA","NA","","","","176","1136","692.0","GCA_003359435.2_ASM335943v2_CDS_1355" "GCA_003359435.2_ASM335943v2_CDS_1356","GCF_004295305.1_ASM429530v1_CDS_0968","GCF_002951295.1_ASM295129v1_CDS_0594","GCF_003143895.1_ASM314389v1_CDS_0989","GCF_000814165.3_ASM81416v3_CDS_1007","GCF_002082665.1_ASM208266v1_CDS_1185","GCA_003359375.2_ASM335937v2_CDS_1524","GCA_003359395.2_ASM335939v2_CDS_1584" "GCA_003359395.2_ASM335939v2_CDS_1586","GCA_003359355.2_ASM335935v2_CDS_1698" "GCA_003359355.2_ASM335935v2_CDS_1697" "GCA_003359355.2_ASM335935v2_CDS_1699","GCA_003359505.2_ASM335950v2_CDS_1431" "GCA_003359505.2_ASM335950v2_CDS_1430"
"GCF_003143895.1_ASM314389v1_CDS_1021","persistent","","10","11","1.1","NA","NA","","","","296","695","492.64","GCA_003359435.2_ASM335943v2_CDS_1400","GCF_004295305.1_ASM429530v1_CDS_1002","GCF_002951295.1_ASM295129v1_CDS_0626","GCF_003143895.1_ASM314389v1_CDS_1021","GCF_000814165.3_ASM81416v3_CDS_1039","GCF_002082665.1_ASM208266v1_CDS_1217","GCA_003359375.2_ASM335937v2_CDS_1572","GCA_003359395.2_ASM335939v2_CDS_1637","GCA_003359355.2_ASM335935v2_CDS_1752" "GCA_003359355.2_ASM335935v2_CDS_1751","GCA_003359505.2_ASM335950v2_CDS_1477"
"GCF_003143895.1_ASM314389v1_CDS_1117","cloud","","1","1","1.0","NA","NA","","","","458","458","458.0","","","","GCF_003143895.1_ASM314389v1_CDS_1117","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2077","cloud","","1","1","1.0","NA","NA","","","","1700","1700","1700.0","","","","GCF_003143895.1_ASM314389v1_CDS_2077","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2525","cloud","","1","1","1.0","NA","NA","","","","959","959","959.0","","","","GCF_003143895.1_ASM314389v1_CDS_2525","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2557","cloud","","1","5","5.0","NA","NA","","","","551","551","551.0","","","","GCF_003143895.1_ASM314389v1_CDS_2557" "GCF_003143895.1_ASM314389v1_CDS_3039" "GCF_003143895.1_ASM314389v1_CDS_2957" "GCF_003143895.1_ASM314389v1_CDS_1166" "GCF_003143895.1_ASM314389v1_CDS_2697","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2813","persistent","","10","12","1.2","NA","NA","","","","317","1523","1227.0","GCA_003359435.2_ASM335943v2_CDS_3519","GCF_004295305.1_ASM429530v1_CDS_2723","GCF_002951295.1_ASM295129v1_CDS_2501","GCF_003143895.1_ASM314389v1_CDS_2813","GCF_000814165.3_ASM81416v3_CDS_2702","GCF_002082665.1_ASM208266v1_CDS_3102","GCA_003359375.2_ASM335937v2_CDS_4327","GCA_003359395.2_ASM335939v2_CDS_4310","GCA_003359355.2_ASM335935v2_CDS_4637" "GCA_003359355.2_ASM335935v2_CDS_4638","GCA_003359505.2_ASM335950v2_CDS_4392" "GCA_003359505.2_ASM335950v2_CDS_4391"
"GCF_003143895.1_ASM314389v1_CDS_2909","cloud","","2","3","1.5","NA","NA","","","","347","734","507.0","","","","GCF_003143895.1_ASM314389v1_CDS_2909","","","","","","GCA_003359505.2_ASM335950v2_CDS_1540" "GCA_003359505.2_ASM335950v2_CDS_1541"
"GCF_003143895.1_ASM314389v1_CDS_2942","persistent","","10","13","1.3","NA","NA","","","","413","1781","1261.54","GCA_003359435.2_ASM335943v2_CDS_3625" "GCA_003359435.2_ASM335943v2_CDS_3624","GCF_004295305.1_ASM429530v1_CDS_2865","GCF_002951295.1_ASM295129v1_CDS_2609","GCF_003143895.1_ASM314389v1_CDS_2942","GCF_000814165.3_ASM81416v3_CDS_2779","GCF_002082665.1_ASM208266v1_CDS_3182","GCA_003359375.2_ASM335937v2_CDS_4449","GCA_003359395.2_ASM335939v2_CDS_4499" "GCA_003359395.2_ASM335939v2_CDS_4498","GCA_003359355.2_ASM335935v2_CDS_4838" "GCA_003359355.2_ASM335935v2_CDS_4837","GCA_003359505.2_ASM335950v2_CDS_4492"
"GCF_003143895.1_ASM314389v1_CDS_2974","persistent","","10","10","1.0","NA","NA","","","","644","860","733.4","GCA_003359435.2_ASM335943v2_CDS_3685","GCF_004295305.1_ASM429530v1_CDS_2895","GCF_002951295.1_ASM295129v1_CDS_2639","GCF_003143895.1_ASM314389v1_CDS_2974","GCF_000814165.3_ASM81416v3_CDS_2809","GCF_002082665.1_ASM208266v1_CDS_3212","GCA_003359375.2_ASM335937v2_CDS_4493","GCA_003359395.2_ASM335939v2_CDS_4545","GCA_003359355.2_ASM335935v2_CDS_4884","GCA_003359505.2_ASM335950v2_CDS_4531"
"GCF_003143895.1_ASM314389v1_CDS_3166","persistent","","7","10","1.43","NA","NA","","","","164","704","486.2","GCA_003359435.2_ASM335943v2_CDS_3969" "GCA_003359435.2_ASM335943v2_CDS_3968","GCF_004295305.1_ASM429530v1_CDS_3076","GCF_002951295.1_ASM295129v1_CDS_2813","GCF_003143895.1_ASM314389v1_CDS_3166","","GCF_002082665.1_ASM208266v1_CDS_3387","","","GCA_003359355.2_ASM335935v2_CDS_5221" "GCA_003359355.2_ASM335935v2_CDS_5220","GCA_003359505.2_ASM335950v2_CDS_4802" "GCA_003359505.2_ASM335950v2_CDS_4803"
"GCA_003359395.2_ASM335939v2_CDS_5799","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5799","",""
"GCA_003359395.2_ASM335939v2_CDS_5959","cloud","","2","2","1.0","NA","NA","","","","386","410","398.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5959","GCA_003359355.2_ASM335935v2_CDS_6384",""
"GCA_003359395.2_ASM335939v2_CDS_5991","cloud","","2","2","1.0","NA","NA","","","","272","278","275.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5991","GCA_003359355.2_ASM335935v2_CDS_6420",""
"GCA_003359395.2_ASM335939v2_CDS_6120","cloud","","2","2","1.0","NA","NA","","","","146","212","179.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6120","GCA_003359355.2_ASM335935v2_CDS_1868",""
