"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCA_003359305.2_ASM335930v2_CDS_5951","cloud","","3","3","1.0","NA","NA","","","","143","182","169.0","","GCA_003359215.2_ASM335921v2_CDS_4944","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5951","GCA_003359225.2_ASM335922v2_CDS_5160"
"GCA_003359305.2_ASM335930v2_CDS_6143","cloud","","1","1","1.0","NA","NA","","","","608","608","608.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6143",""
"GCA_003359305.2_ASM335930v2_CDS_6240","cloud","","1","1","1.0","NA","NA","","","","158","158","158.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6240",""
"GCA_003359305.2_ASM335930v2_CDS_6272","cloud","","1","1","1.0","NA","NA","","","","620","620","620.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6272",""
"GCA_003359305.2_ASM335930v2_CDS_6304","cloud","","1","1","1.0","NA","NA","","","","158","158","158.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6304",""
"GCA_003359305.2_ASM335930v2_CDS_6368","cloud","","1","1","1.0","NA","NA","","","","548","548","548.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6368",""
"GCA_003359305.2_ASM335930v2_CDS_6400","cloud","","1","1","1.0","NA","NA","","","","710","710","710.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6400",""
"GCA_003359225.2_ASM335922v2_CDS_0178","cloud","","3","4","1.33","NA","NA","","","","314","1415","730.25","","","GCA_003359295.2_ASM335929v2_CDS_0150" "GCA_003359295.2_ASM335929v2_CDS_0149","","","","","GCA_003359315.2_ASM335931v2_CDS_0180","","GCA_003359225.2_ASM335922v2_CDS_0178"
"GCA_003359225.2_ASM335922v2_CDS_0306","cloud","","1","1","1.0","NA","NA","","","","176","176","176.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0306"
"GCA_003359225.2_ASM335922v2_CDS_0338","cloud","","1","1","1.0","NA","NA","","","","746","746","746.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0338"
"GCA_003359225.2_ASM335922v2_CDS_0370","cloud","","1","1","1.0","NA","NA","","","","182","182","182.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0370"
"GCA_003359225.2_ASM335922v2_CDS_0402","cloud","","1","1","1.0","NA","NA","","","","314","314","314.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0402"
"GCA_003359225.2_ASM335922v2_CDS_0594","cloud","","1","1","1.0","NA","NA","","","","263","263","263.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0594"
"GCA_003359225.2_ASM335922v2_CDS_0626","cloud","","1","1","1.0","NA","NA","","","","323","323","323.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0626"
"GCA_003359225.2_ASM335922v2_CDS_0722","cloud","","2","2","1.0","NA","NA","","","","356","356","356.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_0605","","","","GCA_003359225.2_ASM335922v2_CDS_0722"
"GCA_003359295.2_ASM335929v2_CDS_0751","persistent","","10","10","1.0","NA","NA","","","","659","713","707.6","GCF_000191145.1_ASM19114v1_CDS_2327","GCA_003359215.2_ASM335921v2_CDS_0839","GCA_003359295.2_ASM335929v2_CDS_0751","GCF_001617545.1_ASM161754v1_CDS_3568","GCF_001577285.1_ASM157728v1_CDS_0360","GCA_003359275.2_ASM335927v2_CDS_0791","GCA_003354845.1_ASM335484v1_CDS_0867","GCA_003359315.2_ASM335931v2_CDS_0848","GCA_003359305.2_ASM335930v2_CDS_0963","GCA_003359225.2_ASM335922v2_CDS_0906"
"GCA_003359295.2_ASM335929v2_CDS_0783","persistent","","10","10","1.0","NA","NA","","","","176","257","248.9","GCF_000191145.1_ASM19114v1_CDS_2304","GCA_003359215.2_ASM335921v2_CDS_0877","GCA_003359295.2_ASM335929v2_CDS_0783","GCF_001617545.1_ASM161754v1_CDS_3545","GCF_001577285.1_ASM157728v1_CDS_0337","GCA_003359275.2_ASM335927v2_CDS_0826","GCA_003354845.1_ASM335484v1_CDS_0905","GCA_003359315.2_ASM335931v2_CDS_0883","GCA_003359305.2_ASM335930v2_CDS_0999","GCA_003359225.2_ASM335922v2_CDS_0939"
"GCA_003359295.2_ASM335929v2_CDS_1071","cloud","","1","1","1.0","NA","NA","","","","302","302","302.0","","","GCA_003359295.2_ASM335929v2_CDS_1071","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_1135","persistent","","7","7","1.0","NA","NA","","","","107","128","113.86","","GCA_003359215.2_ASM335921v2_CDS_1253","GCA_003359295.2_ASM335929v2_CDS_1135","","","GCA_003359275.2_ASM335927v2_CDS_1213","GCA_003354845.1_ASM335484v1_CDS_1310","GCA_003359315.2_ASM335931v2_CDS_1339","GCA_003359305.2_ASM335930v2_CDS_1463","GCA_003359225.2_ASM335922v2_CDS_1400"
"GCA_003359295.2_ASM335929v2_CDS_1167","persistent","","10","10","1.0","NA","NA","","","","686","686","686.0","GCF_000191145.1_ASM19114v1_CDS_2005","GCA_003359215.2_ASM335921v2_CDS_1290","GCA_003359295.2_ASM335929v2_CDS_1167","GCF_001617545.1_ASM161754v1_CDS_3259","GCF_001577285.1_ASM157728v1_CDS_3700","GCA_003359275.2_ASM335927v2_CDS_1245","GCA_003354845.1_ASM335484v1_CDS_1342","GCA_003359315.2_ASM335931v2_CDS_1369","GCA_003359305.2_ASM335930v2_CDS_1500","GCA_003359225.2_ASM335922v2_CDS_1436"
"GCA_003359295.2_ASM335929v2_CDS_1199","persistent","","10","14","1.4","NA","NA","","","","230","716","488.86","GCF_000191145.1_ASM19114v1_CDS_1980","GCA_003359215.2_ASM335921v2_CDS_1332" "GCA_003359215.2_ASM335921v2_CDS_1331","GCA_003359295.2_ASM335929v2_CDS_1199","GCF_001617545.1_ASM161754v1_CDS_3234","GCF_001577285.1_ASM157728v1_CDS_3675","GCA_003359275.2_ASM335927v2_CDS_1282" "GCA_003359275.2_ASM335927v2_CDS_1283","GCA_003354845.1_ASM335484v1_CDS_1372","GCA_003359315.2_ASM335931v2_CDS_1403" "GCA_003359315.2_ASM335931v2_CDS_1402","GCA_003359305.2_ASM335930v2_CDS_1534","GCA_003359225.2_ASM335922v2_CDS_1468" "GCA_003359225.2_ASM335922v2_CDS_1469"
"GCA_003359295.2_ASM335929v2_CDS_1263","persistent","","10","14","1.4","NA","NA","","","","131","383","283.79","GCF_000191145.1_ASM19114v1_CDS_1934","GCA_003359215.2_ASM335921v2_CDS_1395" "GCA_003359215.2_ASM335921v2_CDS_1394","GCA_003359295.2_ASM335929v2_CDS_1263","GCF_001617545.1_ASM161754v1_CDS_3128","GCF_001577285.1_ASM157728v1_CDS_3628","GCA_003359275.2_ASM335927v2_CDS_1344","GCA_003354845.1_ASM335484v1_CDS_1436" "GCA_003354845.1_ASM335484v1_CDS_1437","GCA_003359315.2_ASM335931v2_CDS_1472" "GCA_003359315.2_ASM335931v2_CDS_1473","GCA_003359305.2_ASM335930v2_CDS_1603","GCA_003359225.2_ASM335922v2_CDS_1535" "GCA_003359225.2_ASM335922v2_CDS_1536"
"GCA_003359295.2_ASM335929v2_CDS_1295","persistent","","10","10","1.0","NA","NA","","","","851","1031","1013.0","GCF_000191145.1_ASM19114v1_CDS_1914","GCA_003359215.2_ASM335921v2_CDS_1424","GCA_003359295.2_ASM335929v2_CDS_1295","GCF_001617545.1_ASM161754v1_CDS_3108","GCF_001577285.1_ASM157728v1_CDS_3606","GCA_003359275.2_ASM335927v2_CDS_1380","GCA_003354845.1_ASM335484v1_CDS_1469","GCA_003359315.2_ASM335931v2_CDS_1508","GCA_003359305.2_ASM335930v2_CDS_1636","GCA_003359225.2_ASM335922v2_CDS_1567"
"GCA_003359295.2_ASM335929v2_CDS_1327","persistent","","10","12","1.2","NA","NA","","","","260","968","777.25","GCF_000191145.1_ASM19114v1_CDS_1893","GCA_003359215.2_ASM335921v2_CDS_1457" "GCA_003359215.2_ASM335921v2_CDS_1456","GCA_003359295.2_ASM335929v2_CDS_1327","GCF_001617545.1_ASM161754v1_CDS_3087","GCF_001577285.1_ASM157728v1_CDS_3584","GCA_003359275.2_ASM335927v2_CDS_1415","GCA_003354845.1_ASM335484v1_CDS_1496","GCA_003359315.2_ASM335931v2_CDS_1538","GCA_003359305.2_ASM335930v2_CDS_1674" "GCA_003359305.2_ASM335930v2_CDS_1675","GCA_003359225.2_ASM335922v2_CDS_1599"
"GCA_003359295.2_ASM335929v2_CDS_1359","cloud","","1","1","1.0","NA","NA","","","","242","242","242.0","","","GCA_003359295.2_ASM335929v2_CDS_1359","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_1551","persistent","","10","10","1.0","NA","NA","","","","632","659","634.7","GCF_000191145.1_ASM19114v1_CDS_1759","GCA_003359215.2_ASM335921v2_CDS_1680","GCA_003359295.2_ASM335929v2_CDS_1551","GCF_001617545.1_ASM161754v1_CDS_2882","GCF_001577285.1_ASM157728v1_CDS_3414","GCA_003359275.2_ASM335927v2_CDS_1757","GCA_003354845.1_ASM335484v1_CDS_1814","GCA_003359315.2_ASM335931v2_CDS_1830","GCA_003359305.2_ASM335930v2_CDS_1975","GCA_003359225.2_ASM335922v2_CDS_1858"
"GCA_003359295.2_ASM335929v2_CDS_1712","persistent","","10","10","1.0","NA","NA","","","","530","578","570.2","GCF_000191145.1_ASM19114v1_CDS_1630","GCA_003359215.2_ASM335921v2_CDS_1851","GCA_003359295.2_ASM335929v2_CDS_1712","GCF_001617545.1_ASM161754v1_CDS_2768","GCF_001577285.1_ASM157728v1_CDS_3278","GCA_003359275.2_ASM335927v2_CDS_1938","GCA_003354845.1_ASM335484v1_CDS_2009","GCA_003359315.2_ASM335931v2_CDS_2009","GCA_003359305.2_ASM335930v2_CDS_2180","GCA_003359225.2_ASM335922v2_CDS_2064"
"GCA_003359295.2_ASM335929v2_CDS_1904","persistent","","10","12","1.2","NA","NA","","","","380","1034","847.0","GCF_000191145.1_ASM19114v1_CDS_1483","GCA_003359215.2_ASM335921v2_CDS_2095","GCA_003359295.2_ASM335929v2_CDS_1904","GCF_001617545.1_ASM161754v1_CDS_2557","GCF_001577285.1_ASM157728v1_CDS_3123","GCA_003359275.2_ASM335927v2_CDS_2162" "GCA_003359275.2_ASM335927v2_CDS_2161","GCA_003354845.1_ASM335484v1_CDS_2223","GCA_003359315.2_ASM335931v2_CDS_2237","GCA_003359305.2_ASM335930v2_CDS_2537" "GCA_003359305.2_ASM335930v2_CDS_2538","GCA_003359225.2_ASM335922v2_CDS_2318"
"GCA_003359295.2_ASM335929v2_CDS_2000","persistent","","10","15","1.5","NA","NA","","","","89","431","288.4","GCF_000191145.1_ASM19114v1_CDS_1409","GCA_003359215.2_ASM335921v2_CDS_2190","GCA_003359295.2_ASM335929v2_CDS_2000","GCF_001617545.1_ASM161754v1_CDS_2485","GCF_001577285.1_ASM157728v1_CDS_3048","GCA_003359275.2_ASM335927v2_CDS_2266" "GCA_003359275.2_ASM335927v2_CDS_2265","GCA_003354845.1_ASM335484v1_CDS_2321" "GCA_003354845.1_ASM335484v1_CDS_2320","GCA_003359315.2_ASM335931v2_CDS_2336" "GCA_003359315.2_ASM335931v2_CDS_2335","GCA_003359305.2_ASM335930v2_CDS_2660" "GCA_003359305.2_ASM335930v2_CDS_2661","GCA_003359225.2_ASM335922v2_CDS_2434" "GCA_003359225.2_ASM335922v2_CDS_2433"
"GCA_003359295.2_ASM335929v2_CDS_2064","persistent","","10","29","2.9","NA","NA","","","","215","671","481.17","GCF_000191145.1_ASM19114v1_CDS_1318" "GCF_000191145.1_ASM19114v1_CDS_1363","GCA_003359215.2_ASM335921v2_CDS_2269" "GCA_003359215.2_ASM335921v2_CDS_2268" "GCA_003359215.2_ASM335921v2_CDS_2336" "GCA_003359215.2_ASM335921v2_CDS_2335","GCA_003359295.2_ASM335929v2_CDS_2064" "GCA_003359295.2_ASM335929v2_CDS_2121" "GCA_003359295.2_ASM335929v2_CDS_2120","GCF_001617545.1_ASM161754v1_CDS_2395" "GCF_001617545.1_ASM161754v1_CDS_2437","GCF_001577285.1_ASM157728v1_CDS_2954" "GCF_001577285.1_ASM157728v1_CDS_3551" "GCF_001577285.1_ASM157728v1_CDS_2998","GCA_003359275.2_ASM335927v2_CDS_2339" "GCA_003359275.2_ASM335927v2_CDS_2407","GCA_003354845.1_ASM335484v1_CDS_2460" "GCA_003354845.1_ASM335484v1_CDS_2395" "GCA_003354845.1_ASM335484v1_CDS_2394","GCA_003359315.2_ASM335931v2_CDS_2405" "GCA_003359315.2_ASM335931v2_CDS_2476" "GCA_003359315.2_ASM335931v2_CDS_2406" "GCA_003359315.2_ASM335931v2_CDS_2477","GCA_003359305.2_ASM335930v2_CDS_2805" "GCA_003359305.2_ASM335930v2_CDS_2729" "GCA_003359305.2_ASM335930v2_CDS_2730","GCA_003359225.2_ASM335922v2_CDS_2576" "GCA_003359225.2_ASM335922v2_CDS_2504" "GCA_003359225.2_ASM335922v2_CDS_2575"
"GCA_003359295.2_ASM335929v2_CDS_2096","persistent","","10","14","1.4","NA","NA","","","","164","1181","842.0","GCF_000191145.1_ASM19114v1_CDS_1335","GCA_003359215.2_ASM335921v2_CDS_2306" "GCA_003359215.2_ASM335921v2_CDS_2307","GCA_003359295.2_ASM335929v2_CDS_2096","GCF_001617545.1_ASM161754v1_CDS_2410","GCF_001577285.1_ASM157728v1_CDS_2969","GCA_003359275.2_ASM335927v2_CDS_2379","GCA_003354845.1_ASM335484v1_CDS_2436" "GCA_003354845.1_ASM335484v1_CDS_2435","GCA_003359315.2_ASM335931v2_CDS_2450","GCA_003359305.2_ASM335930v2_CDS_2777" "GCA_003359305.2_ASM335930v2_CDS_2778" "GCA_003359305.2_ASM335930v2_CDS_2779","GCA_003359225.2_ASM335922v2_CDS_2549"
"GCA_003359295.2_ASM335929v2_CDS_2128","persistent","","8","15","1.88","NA","NA","","","","194","1733","910.6","GCF_000191145.1_ASM19114v1_CDS_1311","","GCA_003359295.2_ASM335929v2_CDS_2128","","GCF_001577285.1_ASM157728v1_CDS_2947","GCA_003359275.2_ASM335927v2_CDS_2416","GCA_003354845.1_ASM335484v1_CDS_2472" "GCA_003354845.1_ASM335484v1_CDS_2471" "GCA_003354845.1_ASM335484v1_CDS_2473","GCA_003359315.2_ASM335931v2_CDS_2484" "GCA_003359315.2_ASM335931v2_CDS_2485","GCA_003359305.2_ASM335930v2_CDS_2817" "GCA_003359305.2_ASM335930v2_CDS_2819" "GCA_003359305.2_ASM335930v2_CDS_2820" "GCA_003359305.2_ASM335930v2_CDS_2818","GCA_003359225.2_ASM335922v2_CDS_2584" "GCA_003359225.2_ASM335922v2_CDS_2585"
"GCA_003359295.2_ASM335929v2_CDS_2160","persistent","","10","16","1.6","NA","NA","","","","287","1019","633.31","GCF_000191145.1_ASM19114v1_CDS_1296","GCA_003359215.2_ASM335921v2_CDS_2373" "GCA_003359215.2_ASM335921v2_CDS_2374" "GCA_003359215.2_ASM335921v2_CDS_2375","GCA_003359295.2_ASM335929v2_CDS_2160","GCF_001617545.1_ASM161754v1_CDS_2364","GCF_001577285.1_ASM157728v1_CDS_2933","GCA_003359275.2_ASM335927v2_CDS_2453" "GCA_003359275.2_ASM335927v2_CDS_2452" "GCA_003359275.2_ASM335927v2_CDS_2451","GCA_003354845.1_ASM335484v1_CDS_2546","GCA_003359315.2_ASM335931v2_CDS_2518" "GCA_003359315.2_ASM335931v2_CDS_2517","GCA_003359305.2_ASM335930v2_CDS_2856","GCA_003359225.2_ASM335922v2_CDS_2619" "GCA_003359225.2_ASM335922v2_CDS_2620"
"GCA_003359295.2_ASM335929v2_CDS_2192","persistent","","9","9","1.0","NA","NA","","","","284","434","388.67","GCF_000191145.1_ASM19114v1_CDS_1273","GCA_003359215.2_ASM335921v2_CDS_2387","GCA_003359295.2_ASM335929v2_CDS_2192","GCF_001617545.1_ASM161754v1_CDS_2340","GCF_001577285.1_ASM157728v1_CDS_2906","GCA_003359275.2_ASM335927v2_CDS_2487","","GCA_003359315.2_ASM335931v2_CDS_2557","GCA_003359305.2_ASM335930v2_CDS_2889","GCA_003359225.2_ASM335922v2_CDS_2659"
"GCA_003359295.2_ASM335929v2_CDS_2320","cloud","","4","4","1.0","NA","NA","","","","275","275","275.0","","","GCA_003359295.2_ASM335929v2_CDS_2320","","GCF_001577285.1_ASM157728v1_CDS_2778","GCA_003359275.2_ASM335927v2_CDS_2633","","","","GCA_003359225.2_ASM335922v2_CDS_2775"
"GCA_003359295.2_ASM335929v2_CDS_2384","persistent","","10","10","1.0","NA","NA","","","","218","389","362.3","GCF_000191145.1_ASM19114v1_CDS_1044","GCA_003359215.2_ASM335921v2_CDS_2595","GCA_003359295.2_ASM335929v2_CDS_2384","GCF_001617545.1_ASM161754v1_CDS_2154","GCF_001577285.1_ASM157728v1_CDS_2735","GCA_003359275.2_ASM335927v2_CDS_2696","GCA_003354845.1_ASM335484v1_CDS_2931","GCA_003359315.2_ASM335931v2_CDS_2738","GCA_003359305.2_ASM335930v2_CDS_3252","GCA_003359225.2_ASM335922v2_CDS_2843"
"GCA_003359295.2_ASM335929v2_CDS_2416","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","GCA_003359295.2_ASM335929v2_CDS_2416","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_2544","cloud","","2","2","1.0","NA","NA","","","","194","209","201.5","","","GCA_003359295.2_ASM335929v2_CDS_2544","","","","","","GCA_003359305.2_ASM335930v2_CDS_3456",""
"GCA_003359295.2_ASM335929v2_CDS_2576","persistent","","10","11","1.1","NA","NA","","","","233","1100","971.55","GCF_000191145.1_ASM19114v1_CDS_0893","GCA_003359215.2_ASM335921v2_CDS_2805","GCA_003359295.2_ASM335929v2_CDS_2576","GCF_001617545.1_ASM161754v1_CDS_2007","GCF_001577285.1_ASM157728v1_CDS_2587","GCA_003359275.2_ASM335927v2_CDS_2908" "GCA_003359275.2_ASM335927v2_CDS_2907","GCA_003354845.1_ASM335484v1_CDS_3135","GCA_003359315.2_ASM335931v2_CDS_2946","GCA_003359305.2_ASM335930v2_CDS_3491","GCA_003359225.2_ASM335922v2_CDS_3062"
"GCA_003359295.2_ASM335929v2_CDS_2608","persistent","","10","10","1.0","NA","NA","","","","470","470","470.0","GCF_000191145.1_ASM19114v1_CDS_0873","GCA_003359215.2_ASM335921v2_CDS_2831","GCA_003359295.2_ASM335929v2_CDS_2608","GCF_001617545.1_ASM161754v1_CDS_1989","GCF_001577285.1_ASM157728v1_CDS_2563","GCA_003359275.2_ASM335927v2_CDS_2936","GCA_003354845.1_ASM335484v1_CDS_3166","GCA_003359315.2_ASM335931v2_CDS_2983","GCA_003359305.2_ASM335930v2_CDS_3524","GCA_003359225.2_ASM335922v2_CDS_3100"
"GCA_003359295.2_ASM335929v2_CDS_2672","persistent","","9","9","1.0","NA","NA","","","","161","161","161.0","GCF_000191145.1_ASM19114v1_CDS_0829","GCA_003359215.2_ASM335921v2_CDS_2891","GCA_003359295.2_ASM335929v2_CDS_2672","GCF_001617545.1_ASM161754v1_CDS_1943","GCF_001577285.1_ASM157728v1_CDS_2515","","GCA_003354845.1_ASM335484v1_CDS_3231","GCA_003359315.2_ASM335931v2_CDS_3053","GCA_003359305.2_ASM335930v2_CDS_3592","GCA_003359225.2_ASM335922v2_CDS_3160"
"GCA_003359295.2_ASM335929v2_CDS_2864","cloud","","2","5","2.5","NA","NA","","","","434","1838","942.2","","","GCA_003359295.2_ASM335929v2_CDS_2864" "GCA_003359295.2_ASM335929v2_CDS_4367" "GCA_003359295.2_ASM335929v2_CDS_4366","","","","GCA_003354845.1_ASM335484v1_CDS_3942" "GCA_003354845.1_ASM335484v1_CDS_3943","","",""
"GCA_003359295.2_ASM335929v2_CDS_2896","persistent","","7","7","1.0","NA","NA","","","","194","194","194.0","","GCA_003359215.2_ASM335921v2_CDS_3242","GCA_003359295.2_ASM335929v2_CDS_2896","GCF_001617545.1_ASM161754v1_CDS_1720","","GCA_003359275.2_ASM335927v2_CDS_3305","GCA_003354845.1_ASM335484v1_CDS_3602","GCA_003359315.2_ASM335931v2_CDS_3360","","GCA_003359225.2_ASM335922v2_CDS_3456"
"GCA_003359295.2_ASM335929v2_CDS_3152","persistent","","10","10","1.0","NA","NA","","","","539","680","637.7","GCF_000191145.1_ASM19114v1_CDS_0394","GCA_003359215.2_ASM335921v2_CDS_3572","GCA_003359295.2_ASM335929v2_CDS_3152","GCF_001617545.1_ASM161754v1_CDS_1531","GCF_001577285.1_ASM157728v1_CDS_2144","GCA_003359275.2_ASM335927v2_CDS_3651","GCA_003354845.1_ASM335484v1_CDS_3842","GCA_003359315.2_ASM335931v2_CDS_3645","GCA_003359305.2_ASM335930v2_CDS_4392","GCA_003359225.2_ASM335922v2_CDS_3779"
"GCA_003359295.2_ASM335929v2_CDS_3184","persistent","","10","12","1.2","NA","NA","","","","290","896","705.5","GCF_000191145.1_ASM19114v1_CDS_0377","GCA_003359215.2_ASM335921v2_CDS_3588" "GCA_003359215.2_ASM335921v2_CDS_3589","GCA_003359295.2_ASM335929v2_CDS_3184","GCF_001617545.1_ASM161754v1_CDS_1520","GCF_001577285.1_ASM157728v1_CDS_2127","GCA_003359275.2_ASM335927v2_CDS_3683","GCA_003354845.1_ASM335484v1_CDS_3870" "GCA_003354845.1_ASM335484v1_CDS_3871","GCA_003359315.2_ASM335931v2_CDS_3677","GCA_003359305.2_ASM335930v2_CDS_4426","GCA_003359225.2_ASM335922v2_CDS_3820"
"GCA_003359295.2_ASM335929v2_CDS_3216","persistent","","9","9","1.0","NA","NA","","","","317","371","361.0","GCF_000191145.1_ASM19114v1_CDS_0349","GCA_003359215.2_ASM335921v2_CDS_3675","GCA_003359295.2_ASM335929v2_CDS_3216","","GCF_001577285.1_ASM157728v1_CDS_2097","GCA_003359275.2_ASM335927v2_CDS_3727","GCA_003354845.1_ASM335484v1_CDS_3907","GCA_003359315.2_ASM335931v2_CDS_3711","GCA_003359305.2_ASM335930v2_CDS_4482","GCA_003359225.2_ASM335922v2_CDS_3859"
"GCA_003359295.2_ASM335929v2_CDS_3248","persistent","","10","11","1.1","NA","NA","","","","119","836","447.64","GCF_000191145.1_ASM19114v1_CDS_0330","GCA_003359215.2_ASM335921v2_CDS_3720","GCA_003359295.2_ASM335929v2_CDS_3248","GCF_001617545.1_ASM161754v1_CDS_1443","GCF_001577285.1_ASM157728v1_CDS_2074","GCA_003359275.2_ASM335927v2_CDS_3764","GCA_003354845.1_ASM335484v1_CDS_4108" "GCA_003354845.1_ASM335484v1_CDS_4107","GCA_003359315.2_ASM335931v2_CDS_3750","GCA_003359305.2_ASM335930v2_CDS_4517","GCA_003359225.2_ASM335922v2_CDS_3895"
"GCA_003359295.2_ASM335929v2_CDS_3280","persistent","","10","11","1.1","NA","NA","","","","185","518","471.91","GCF_000191145.1_ASM19114v1_CDS_0303","GCA_003359215.2_ASM335921v2_CDS_3764","GCA_003359295.2_ASM335929v2_CDS_3280","GCF_001617545.1_ASM161754v1_CDS_1413","GCF_001577285.1_ASM157728v1_CDS_2047","GCA_003359275.2_ASM335927v2_CDS_3798" "GCA_003359275.2_ASM335927v2_CDS_3797","GCA_003354845.1_ASM335484v1_CDS_4138","GCA_003359315.2_ASM335931v2_CDS_3788","GCA_003359305.2_ASM335930v2_CDS_4558","GCA_003359225.2_ASM335922v2_CDS_3931"
"GCA_003359295.2_ASM335929v2_CDS_3312","persistent","","10","11","1.1","NA","NA","","","","167","443","344.0","GCF_000191145.1_ASM19114v1_CDS_0277","GCA_003359215.2_ASM335921v2_CDS_3802","GCA_003359295.2_ASM335929v2_CDS_3312","GCF_001617545.1_ASM161754v1_CDS_1387","GCF_001577285.1_ASM157728v1_CDS_2022","GCA_003359275.2_ASM335927v2_CDS_3830","GCA_003354845.1_ASM335484v1_CDS_4175","GCA_003359315.2_ASM335931v2_CDS_3820","GCA_003359305.2_ASM335930v2_CDS_4595","GCA_003359225.2_ASM335922v2_CDS_3965" "GCA_003359225.2_ASM335922v2_CDS_3964"
"GCA_003359295.2_ASM335929v2_CDS_3344","persistent","","10","13","1.3","NA","NA","","","","341","1631","1257.85","GCF_000191145.1_ASM19114v1_CDS_0253","GCA_003359215.2_ASM335921v2_CDS_3841","GCA_003359295.2_ASM335929v2_CDS_3344","GCF_001617545.1_ASM161754v1_CDS_1364","GCF_001577285.1_ASM157728v1_CDS_1999","GCA_003359275.2_ASM335927v2_CDS_3871","GCA_003354845.1_ASM335484v1_CDS_4206","GCA_003359315.2_ASM335931v2_CDS_3857" "GCA_003359315.2_ASM335931v2_CDS_3858","GCA_003359305.2_ASM335930v2_CDS_4636" "GCA_003359305.2_ASM335930v2_CDS_4635" "GCA_003359305.2_ASM335930v2_CDS_4637","GCA_003359225.2_ASM335922v2_CDS_4003"
"GCA_003359295.2_ASM335929v2_CDS_3376","persistent","","10","10","1.0","NA","NA","","","","1067","1067","1067.0","GCF_000191145.1_ASM19114v1_CDS_0227","GCA_003359215.2_ASM335921v2_CDS_3869","GCA_003359295.2_ASM335929v2_CDS_3376","GCF_001617545.1_ASM161754v1_CDS_1343","GCF_001577285.1_ASM157728v1_CDS_1973","GCA_003359275.2_ASM335927v2_CDS_3907","GCA_003354845.1_ASM335484v1_CDS_4241","GCA_003359315.2_ASM335931v2_CDS_3890","GCA_003359305.2_ASM335930v2_CDS_4681","GCA_003359225.2_ASM335922v2_CDS_4042"
"GCA_003359295.2_ASM335929v2_CDS_3408","persistent","","6","6","1.0","NA","NA","","","","368","530","463.0","GCF_000191145.1_ASM19114v1_CDS_0204","GCA_003359215.2_ASM335921v2_CDS_3903","GCA_003359295.2_ASM335929v2_CDS_3408","GCF_001617545.1_ASM161754v1_CDS_1320","GCF_001577285.1_ASM157728v1_CDS_1949","","GCA_003354845.1_ASM335484v1_CDS_4273","","",""
"GCA_003359295.2_ASM335929v2_CDS_3536","persistent","","10","18","1.8","NA","NA","","","","161","1067","606.83","GCF_000191145.1_ASM19114v1_CDS_0163","GCA_003359215.2_ASM335921v2_CDS_3956" "GCA_003359215.2_ASM335921v2_CDS_3955","GCA_003359295.2_ASM335929v2_CDS_3536","GCF_001617545.1_ASM161754v1_CDS_1262","GCF_001577285.1_ASM157728v1_CDS_1911","GCA_003359275.2_ASM335927v2_CDS_4016" "GCA_003359275.2_ASM335927v2_CDS_4015","GCA_003354845.1_ASM335484v1_CDS_4329" "GCA_003354845.1_ASM335484v1_CDS_4328","GCA_003359315.2_ASM335931v2_CDS_4003" "GCA_003359315.2_ASM335931v2_CDS_4001" "GCA_003359315.2_ASM335931v2_CDS_4002" "GCA_003359315.2_ASM335931v2_CDS_4000","GCA_003359305.2_ASM335930v2_CDS_4909","GCA_003359225.2_ASM335922v2_CDS_4152" "GCA_003359225.2_ASM335922v2_CDS_4154" "GCA_003359225.2_ASM335922v2_CDS_4153"
