"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_014720715.1_ASM1472071v1","GCA_014717695.1_ASM1471769v1","GCA_014718155.1_ASM1471815v1","GCA_014718535.1_ASM1471853v1","GCA_014719655.1_ASM1471965v1","GCA_014718955.1_ASM1471895v1","GCA_014718755.1_ASM1471875v1","GCA_014717935.1_ASM1471793v1","GCA_014722275.1_ASM1472227v1","GCA_014720295.1_ASM1472029v1"
"GCA_014718535.1_ASM1471853v1_CDS_3817","cloud","","2","2","1.0","NA","NA","","","","1535","1535","1535.0","GCA_014720715.1_ASM1472071v1_CDS_3785","","","GCA_014718535.1_ASM1471853v1_CDS_3817","","","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_0022","persistent","","10","10","1.0","NA","NA","","","","962","962","962.0","GCA_014720715.1_ASM1472071v1_CDS_0023","GCA_014717695.1_ASM1471769v1_CDS_0021","GCA_014718155.1_ASM1471815v1_CDS_0022","GCA_014718535.1_ASM1471853v1_CDS_0023","GCA_014719655.1_ASM1471965v1_CDS_0022","GCA_014718955.1_ASM1471895v1_CDS_0021","GCA_014718755.1_ASM1471875v1_CDS_0021","GCA_014717935.1_ASM1471793v1_CDS_0025","GCA_014722275.1_ASM1472227v1_CDS_4053","GCA_014720295.1_ASM1472029v1_CDS_4089"
"GCA_014718535.1_ASM1471853v1_CDS_1159","cloud","","1","1","1.0","NA","NA","","","","1865","1865","1865.0","","","","GCA_014718535.1_ASM1471853v1_CDS_1159","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_1639","persistent","","9","10","1.11","NA","NA","","","","431","863","778.7","GCA_014720715.1_ASM1472071v1_CDS_1677","GCA_014717695.1_ASM1471769v1_CDS_1542","","GCA_014718535.1_ASM1471853v1_CDS_1639","GCA_014719655.1_ASM1471965v1_CDS_1624","GCA_014718955.1_ASM1471895v1_CDS_1778","GCA_014718755.1_ASM1471875v1_CDS_1708" "GCA_014718755.1_ASM1471875v1_CDS_1707","GCA_014717935.1_ASM1471793v1_CDS_1596","GCA_014722275.1_ASM1472227v1_CDS_2328","GCA_014720295.1_ASM1472029v1_CDS_2375"
"GCA_014718535.1_ASM1471853v1_CDS_1831","persistent","","10","15","1.5","NA","NA","","","","164","2096","1391.8","GCA_014720715.1_ASM1472071v1_CDS_1880","GCA_014717695.1_ASM1471769v1_CDS_1721","GCA_014718155.1_ASM1471815v1_CDS_1805" "GCA_014718155.1_ASM1471815v1_CDS_1806","GCA_014718535.1_ASM1471853v1_CDS_1831","GCA_014719655.1_ASM1471965v1_CDS_1807" "GCA_014719655.1_ASM1471965v1_CDS_1808","GCA_014718955.1_ASM1471895v1_CDS_1961" "GCA_014718955.1_ASM1471895v1_CDS_1960","GCA_014718755.1_ASM1471875v1_CDS_1883" "GCA_014718755.1_ASM1471875v1_CDS_1884","GCA_014717935.1_ASM1471793v1_CDS_1772","GCA_014722275.1_ASM1472227v1_CDS_2151" "GCA_014722275.1_ASM1472227v1_CDS_2152","GCA_014720295.1_ASM1472029v1_CDS_2194"
"GCA_014718535.1_ASM1471853v1_CDS_2151","cloud","","1","1","1.0","NA","NA","","","","248","248","248.0","","","","GCA_014718535.1_ASM1471853v1_CDS_2151","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_2503","persistent","","10","10","1.0","NA","NA","","","","236","248","239.0","GCA_014720715.1_ASM1472071v1_CDS_2521","GCA_014717695.1_ASM1471769v1_CDS_2382","GCA_014718155.1_ASM1471815v1_CDS_2456","GCA_014718535.1_ASM1471853v1_CDS_2503","GCA_014719655.1_ASM1471965v1_CDS_2496","GCA_014718955.1_ASM1471895v1_CDS_2532","GCA_014718755.1_ASM1471875v1_CDS_2691","GCA_014717935.1_ASM1471793v1_CDS_2481","GCA_014722275.1_ASM1472227v1_CDS_1325","GCA_014720295.1_ASM1472029v1_CDS_1366"
"GCA_014718535.1_ASM1471853v1_CDS_2951","cloud","","1","1","1.0","NA","NA","","","","605","605","605.0","","","","GCA_014718535.1_ASM1471853v1_CDS_2951","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_3273","cloud","","1","1","1.0","NA","NA","","","","653","653","653.0","","","","GCA_014718535.1_ASM1471853v1_CDS_3273","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_3946","shell","","6","6","1.0","NA","NA","","","","395","461","450.0","","","","GCA_014718535.1_ASM1471853v1_CDS_3946","","GCA_014718955.1_ASM1471895v1_CDS_4227","GCA_014718755.1_ASM1471875v1_CDS_4177","GCA_014717935.1_ASM1471793v1_CDS_4216","GCA_014722275.1_ASM1472227v1_CDS_4211","GCA_014720295.1_ASM1472029v1_CDS_4391"
"GCA_014719655.1_ASM1471965v1_CDS_3353","cloud","","1","1","1.0","NA","NA","","","","1166","1166","1166.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_3353","","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_3833","shell","","6","6","1.0","NA","NA","","","","206","206","206.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_3833","GCA_014718955.1_ASM1471895v1_CDS_3829","GCA_014718755.1_ASM1471875v1_CDS_3988","GCA_014717935.1_ASM1471793v1_CDS_3672","GCA_014722275.1_ASM1472227v1_CDS_0094","GCA_014720295.1_ASM1472029v1_CDS_0092"
"GCA_014719655.1_ASM1471965v1_CDS_3865","persistent","","10","11","1.1","NA","NA","","","","245","1142","1015.73","GCA_014720715.1_ASM1472071v1_CDS_3791","GCA_014717695.1_ASM1471769v1_CDS_3721","GCA_014718155.1_ASM1471815v1_CDS_3701" "GCA_014718155.1_ASM1471815v1_CDS_3702","GCA_014718535.1_ASM1471853v1_CDS_3823","GCA_014719655.1_ASM1471965v1_CDS_3865","GCA_014718955.1_ASM1471895v1_CDS_3868","GCA_014718755.1_ASM1471875v1_CDS_4029","GCA_014717935.1_ASM1471793v1_CDS_3704","GCA_014722275.1_ASM1472227v1_CDS_0053","GCA_014720295.1_ASM1472029v1_CDS_0052"
"GCA_014719655.1_ASM1471965v1_CDS_4025","cloud","","1","1","1.0","NA","NA","","","","674","674","674.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_4025","","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_0752","persistent","","10","10","1.0","NA","NA","","","","1214","1220","1214.6","GCA_014720715.1_ASM1472071v1_CDS_0759","GCA_014717695.1_ASM1471769v1_CDS_0675","GCA_014718155.1_ASM1471815v1_CDS_0675","GCA_014718535.1_ASM1471853v1_CDS_0731","GCA_014719655.1_ASM1471965v1_CDS_0698","GCA_014718955.1_ASM1471895v1_CDS_0752","GCA_014718755.1_ASM1471875v1_CDS_0671","GCA_014717935.1_ASM1471793v1_CDS_0712","GCA_014722275.1_ASM1472227v1_CDS_3380","GCA_014720295.1_ASM1472029v1_CDS_3421"
"GCA_014718955.1_ASM1471895v1_CDS_0784","persistent","","10","12","1.2","NA","NA","","","","320","893","738.0","GCA_014720715.1_ASM1472071v1_CDS_0792" "GCA_014720715.1_ASM1472071v1_CDS_0793","GCA_014717695.1_ASM1471769v1_CDS_0710","GCA_014718155.1_ASM1471815v1_CDS_0707","GCA_014718535.1_ASM1471853v1_CDS_0766" "GCA_014718535.1_ASM1471853v1_CDS_0765","GCA_014719655.1_ASM1471965v1_CDS_0729","GCA_014718955.1_ASM1471895v1_CDS_0784","GCA_014718755.1_ASM1471875v1_CDS_0702","GCA_014717935.1_ASM1471793v1_CDS_0745","GCA_014722275.1_ASM1472227v1_CDS_3347","GCA_014720295.1_ASM1472029v1_CDS_3390"
"GCA_014718955.1_ASM1471895v1_CDS_0848","cloud","","1","2","2.0","NA","NA","","","","5246","5537","5391.5","","","","","","GCA_014718955.1_ASM1471895v1_CDS_1353" "GCA_014718955.1_ASM1471895v1_CDS_0848","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_1008","cloud","","1","1","1.0","NA","NA","","","","1907","1907","1907.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_1008","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_1328","cloud","","1","1","1.0","NA","NA","","","","593","593","593.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_1328","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_1968","cloud","","2","2","1.0","NA","NA","","","","464","896","680.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_1968","","GCA_014717935.1_ASM1471793v1_CDS_1788","",""
"GCA_014718955.1_ASM1471895v1_CDS_2448","cloud","","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_2448","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_0857","cloud","","2","2","1.0","NA","NA","","","","584","737","660.5","","","","GCA_014718535.1_ASM1471853v1_CDS_2739","GCA_014719655.1_ASM1471965v1_CDS_0857","","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_2169","cloud","","1","1","1.0","NA","NA","","","","836","836","836.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2169","","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_2297","shell","","4","4","1.0","NA","NA","","","","656","656","656.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2297","","GCA_014718755.1_ASM1471875v1_CDS_2486","","GCA_014722275.1_ASM1472227v1_CDS_1541","GCA_014720295.1_ASM1472029v1_CDS_1586"
"GCA_014719655.1_ASM1471965v1_CDS_2617","cloud","","1","1","1.0","NA","NA","","","","4445","4445","4445.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2617","","","","",""
"GCA_014719655.1_ASM1471965v1_CDS_2937","cloud","","2","3","1.5","NA","NA","","","","3044","3203","3130.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_3769" "GCA_014719655.1_ASM1471965v1_CDS_2937","GCA_014718955.1_ASM1471895v1_CDS_3764","","","",""
"GCA_014720295.1_ASM1472029v1_CDS_4458","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","","","GCA_014720295.1_ASM1472029v1_CDS_4458"
"GCA_014720295.1_ASM1472029v1_CDS_4490","shell","","2","2","1.0","NA","NA","","","","722","722","722.0","","","","","","","","","GCA_014722275.1_ASM1472227v1_CDS_4231","GCA_014720295.1_ASM1472029v1_CDS_4490"
"GCA_014720715.1_ASM1472071v1_CDS_0269","cloud","","1","1","1.0","NA","NA","","","","4808","4808","4808.0","GCA_014720715.1_ASM1472071v1_CDS_0269","","","","","","","","",""
"GCA_014720715.1_ASM1472071v1_CDS_0301","cloud","","1","1","1.0","NA","NA","","","","194","194","194.0","GCA_014720715.1_ASM1472071v1_CDS_0301","","","","","","","","",""
"GCA_014720715.1_ASM1472071v1_CDS_0333","persistent","","10","10","1.0","NA","NA","","","","431","431","431.0","GCA_014720715.1_ASM1472071v1_CDS_0333","GCA_014717695.1_ASM1471769v1_CDS_0285","GCA_014718155.1_ASM1471815v1_CDS_0281","GCA_014718535.1_ASM1471853v1_CDS_0305","GCA_014719655.1_ASM1471965v1_CDS_0287","GCA_014718955.1_ASM1471895v1_CDS_0343","GCA_014718755.1_ASM1471875v1_CDS_0274","GCA_014717935.1_ASM1471793v1_CDS_0317","GCA_014722275.1_ASM1472227v1_CDS_3779","GCA_014720295.1_ASM1472029v1_CDS_3826"
"GCA_014720715.1_ASM1472071v1_CDS_1198","persistent","","10","10","1.0","NA","NA","","","","440","635","593.6","GCA_014720715.1_ASM1472071v1_CDS_1198","GCA_014717695.1_ASM1471769v1_CDS_1099","GCA_014718155.1_ASM1471815v1_CDS_1140","GCA_014718535.1_ASM1471853v1_CDS_1173","GCA_014719655.1_ASM1471965v1_CDS_1163","GCA_014718955.1_ASM1471895v1_CDS_1271","GCA_014718755.1_ASM1471875v1_CDS_1153","GCA_014717935.1_ASM1471793v1_CDS_1161","GCA_014722275.1_ASM1472227v1_CDS_2789","GCA_014720295.1_ASM1472029v1_CDS_2836"
"GCA_014720715.1_ASM1472071v1_CDS_1358","cloud","","1","1","1.0","NA","NA","","","","422","422","422.0","GCA_014720715.1_ASM1472071v1_CDS_1358","","","","","","","","",""
"GCA_014720715.1_ASM1472071v1_CDS_1902","cloud","","1","1","1.0","NA","NA","","","","1298","1298","1298.0","GCA_014720715.1_ASM1472071v1_CDS_1902","","","","","","","","",""
"GCA_014720715.1_ASM1472071v1_CDS_2350","persistent","","10","10","1.0","NA","NA","","","","317","317","317.0","GCA_014720715.1_ASM1472071v1_CDS_2350","GCA_014717695.1_ASM1471769v1_CDS_2177","GCA_014718155.1_ASM1471815v1_CDS_2248","GCA_014718535.1_ASM1471853v1_CDS_2322","GCA_014719655.1_ASM1471965v1_CDS_2271","GCA_014718955.1_ASM1471895v1_CDS_2400","GCA_014718755.1_ASM1471875v1_CDS_2462","GCA_014717935.1_ASM1471793v1_CDS_2280","GCA_014722275.1_ASM1472227v1_CDS_1565","GCA_014720295.1_ASM1472029v1_CDS_1611"
"GCA_014720715.1_ASM1472071v1_CDS_2510","cloud","","6","6","1.0","NA","NA","","","","449","449","449.0","GCA_014720715.1_ASM1472071v1_CDS_2510","GCA_014717695.1_ASM1471769v1_CDS_2366","GCA_014718155.1_ASM1471815v1_CDS_2442","GCA_014718535.1_ASM1471853v1_CDS_2492","","GCA_014718955.1_ASM1471895v1_CDS_2520","","GCA_014717935.1_ASM1471793v1_CDS_2467","",""
"GCA_014720715.1_ASM1472071v1_CDS_2702","persistent","","10","15","1.5","NA","NA","","","","284","878","680.0","GCA_014720715.1_ASM1472071v1_CDS_2702","GCA_014717695.1_ASM1471769v1_CDS_2651","GCA_014718155.1_ASM1471815v1_CDS_2719","GCA_014718535.1_ASM1471853v1_CDS_2699","GCA_014719655.1_ASM1471965v1_CDS_2750" "GCA_014719655.1_ASM1471965v1_CDS_2758","GCA_014718955.1_ASM1471895v1_CDS_2743","GCA_014718755.1_ASM1471875v1_CDS_2872" "GCA_014718755.1_ASM1471875v1_CDS_2866","GCA_014717935.1_ASM1471793v1_CDS_2690" "GCA_014717935.1_ASM1471793v1_CDS_2715","GCA_014722275.1_ASM1472227v1_CDS_1148" "GCA_014722275.1_ASM1472227v1_CDS_1142","GCA_014720295.1_ASM1472029v1_CDS_1177" "GCA_014720295.1_ASM1472029v1_CDS_1170"
"GCA_014720715.1_ASM1472071v1_CDS_2862","cloud","","1","1","1.0","NA","NA","","","","101","101","101.0","GCA_014720715.1_ASM1472071v1_CDS_2862","","","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_2838","cloud","","2","2","1.0","NA","NA","","","","527","527","527.0","","GCA_014717695.1_ASM1471769v1_CDS_2838","GCA_014718155.1_ASM1471815v1_CDS_2898","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_3192","cloud","","1","1","1.0","NA","NA","","","","293","293","293.0","","GCA_014717695.1_ASM1471769v1_CDS_3192","","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_3224","cloud","","1","1","1.0","NA","NA","","","","221","221","221.0","","GCA_014717695.1_ASM1471769v1_CDS_3224","","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_3833","cloud","","2","2","1.0","NA","NA","","","","983","983","983.0","","GCA_014717695.1_ASM1471769v1_CDS_3833","GCA_014718155.1_ASM1471815v1_CDS_3833","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_3865","cloud","","1","1","1.0","NA","NA","","","","302","302","302.0","","GCA_014717695.1_ASM1471769v1_CDS_3865","","","","","","","",""
"GCA_014717695.1_ASM1471769v1_CDS_3897","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","","GCA_014717695.1_ASM1471769v1_CDS_3897","","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_0057","persistent","","10","10","1.0","NA","NA","","","","203","215","213.8","GCA_014720715.1_ASM1472071v1_CDS_0058","GCA_014717695.1_ASM1471769v1_CDS_0055","GCA_014718155.1_ASM1471815v1_CDS_0057","GCA_014718535.1_ASM1471853v1_CDS_0059","GCA_014719655.1_ASM1471965v1_CDS_0054","GCA_014718955.1_ASM1471895v1_CDS_0055","GCA_014718755.1_ASM1471875v1_CDS_0054","GCA_014717935.1_ASM1471793v1_CDS_0056","GCA_014722275.1_ASM1472227v1_CDS_4020","GCA_014720295.1_ASM1472029v1_CDS_4055"
"GCA_014718155.1_ASM1471815v1_CDS_0249","persistent","","10","10","1.0","NA","NA","","","","812","1106","1076.6","GCA_014720715.1_ASM1472071v1_CDS_0299","GCA_014717695.1_ASM1471769v1_CDS_0252","GCA_014718155.1_ASM1471815v1_CDS_0249","GCA_014718535.1_ASM1471853v1_CDS_0272","GCA_014719655.1_ASM1471965v1_CDS_0254","GCA_014718955.1_ASM1471895v1_CDS_0313","GCA_014718755.1_ASM1471875v1_CDS_0243","GCA_014717935.1_ASM1471793v1_CDS_0284","GCA_014722275.1_ASM1472227v1_CDS_3810","GCA_014720295.1_ASM1472029v1_CDS_3857"
"GCA_014718155.1_ASM1471815v1_CDS_0345","persistent","","10","10","1.0","NA","NA","","","","974","1049","981.5","GCA_014720715.1_ASM1472071v1_CDS_0400","GCA_014717695.1_ASM1471769v1_CDS_0346","GCA_014718155.1_ASM1471815v1_CDS_0345","GCA_014718535.1_ASM1471853v1_CDS_0374","GCA_014719655.1_ASM1471965v1_CDS_0352","GCA_014718955.1_ASM1471895v1_CDS_0407","GCA_014718755.1_ASM1471875v1_CDS_0335","GCA_014717935.1_ASM1471793v1_CDS_0379","GCA_014722275.1_ASM1472227v1_CDS_3715","GCA_014720295.1_ASM1472029v1_CDS_3765"
"GCA_014718155.1_ASM1471815v1_CDS_0409","persistent","","10","10","1.0","NA","NA","","","","287","287","287.0","GCA_014720715.1_ASM1472071v1_CDS_0466","GCA_014717695.1_ASM1471769v1_CDS_0410","GCA_014718155.1_ASM1471815v1_CDS_0409","GCA_014718535.1_ASM1471853v1_CDS_0439","GCA_014719655.1_ASM1471965v1_CDS_0415","GCA_014718955.1_ASM1471895v1_CDS_0476","GCA_014718755.1_ASM1471875v1_CDS_0402","GCA_014717935.1_ASM1471793v1_CDS_0444","GCA_014722275.1_ASM1472227v1_CDS_3652","GCA_014720295.1_ASM1472029v1_CDS_3699"
"GCA_014718155.1_ASM1471815v1_CDS_0441","persistent","","10","10","1.0","NA","NA","","","","305","305","305.0","GCA_014720715.1_ASM1472071v1_CDS_0500","GCA_014717695.1_ASM1471769v1_CDS_0442","GCA_014718155.1_ASM1471815v1_CDS_0441","GCA_014718535.1_ASM1471853v1_CDS_0473","GCA_014719655.1_ASM1471965v1_CDS_0448","GCA_014718955.1_ASM1471895v1_CDS_0510","GCA_014718755.1_ASM1471875v1_CDS_0435","GCA_014717935.1_ASM1471793v1_CDS_0478","GCA_014722275.1_ASM1472227v1_CDS_3620","GCA_014720295.1_ASM1472029v1_CDS_3667"
"GCA_014718155.1_ASM1471815v1_CDS_0473","persistent","","10","12","1.2","NA","NA","","","","224","914","755.0","GCA_014720715.1_ASM1472071v1_CDS_0534" "GCA_014720715.1_ASM1472071v1_CDS_0535","GCA_014717695.1_ASM1471769v1_CDS_0474","GCA_014718155.1_ASM1471815v1_CDS_0473","GCA_014718535.1_ASM1471853v1_CDS_0510" "GCA_014718535.1_ASM1471853v1_CDS_0509","GCA_014719655.1_ASM1471965v1_CDS_0483","GCA_014718955.1_ASM1471895v1_CDS_0542","GCA_014718755.1_ASM1471875v1_CDS_0466","GCA_014717935.1_ASM1471793v1_CDS_0511","GCA_014722275.1_ASM1472227v1_CDS_3588","GCA_014720295.1_ASM1472029v1_CDS_3634"
"GCA_014718155.1_ASM1471815v1_CDS_0505","persistent","","10","11","1.1","NA","NA","","","","407","1982","1770.64","GCA_014720715.1_ASM1472071v1_CDS_0566" "GCA_014720715.1_ASM1472071v1_CDS_0565","GCA_014717695.1_ASM1471769v1_CDS_0504","GCA_014718155.1_ASM1471815v1_CDS_0505","GCA_014718535.1_ASM1471853v1_CDS_0540","GCA_014719655.1_ASM1471965v1_CDS_0514","GCA_014718955.1_ASM1471895v1_CDS_0575","GCA_014718755.1_ASM1471875v1_CDS_0499","GCA_014717935.1_ASM1471793v1_CDS_0541","GCA_014722275.1_ASM1472227v1_CDS_3554","GCA_014720295.1_ASM1472029v1_CDS_3600"
"GCA_014718155.1_ASM1471815v1_CDS_1081","cloud","","1","1","1.0","NA","NA","","","","224","224","224.0","","","GCA_014718155.1_ASM1471815v1_CDS_1081","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_1113","cloud","","1","1","1.0","NA","NA","","","","2540","2540","2540.0","","","GCA_014718155.1_ASM1471815v1_CDS_1113","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_1401","persistent","","10","10","1.0","NA","NA","","","","563","563","563.0","GCA_014720715.1_ASM1472071v1_CDS_1489","GCA_014717695.1_ASM1471769v1_CDS_1371","GCA_014718155.1_ASM1471815v1_CDS_1401","GCA_014718535.1_ASM1471853v1_CDS_1453","GCA_014719655.1_ASM1471965v1_CDS_1442","GCA_014718955.1_ASM1471895v1_CDS_1595","GCA_014718755.1_ASM1471875v1_CDS_1534","GCA_014717935.1_ASM1471793v1_CDS_1422","GCA_014722275.1_ASM1472227v1_CDS_2502","GCA_014720295.1_ASM1472029v1_CDS_2548"
"GCA_014718155.1_ASM1471815v1_CDS_1465","persistent","","10","10","1.0","NA","NA","","","","257","257","257.0","GCA_014720715.1_ASM1472071v1_CDS_1561","GCA_014717695.1_ASM1471769v1_CDS_1436","GCA_014718155.1_ASM1471815v1_CDS_1465","GCA_014718535.1_ASM1471853v1_CDS_1522","GCA_014719655.1_ASM1471965v1_CDS_1512","GCA_014718955.1_ASM1471895v1_CDS_1662","GCA_014718755.1_ASM1471875v1_CDS_1599","GCA_014717935.1_ASM1471793v1_CDS_1488","GCA_014722275.1_ASM1472227v1_CDS_2435","GCA_014720295.1_ASM1472029v1_CDS_2478"
"GCA_014718155.1_ASM1471815v1_CDS_1561","persistent","","10","11","1.1","NA","NA","","","","611","2780","2525.82","GCA_014720715.1_ASM1472071v1_CDS_1668" "GCA_014720715.1_ASM1472071v1_CDS_1667","GCA_014717695.1_ASM1471769v1_CDS_1533","GCA_014718155.1_ASM1471815v1_CDS_1561","GCA_014718535.1_ASM1471853v1_CDS_1630","GCA_014719655.1_ASM1471965v1_CDS_1614","GCA_014718955.1_ASM1471895v1_CDS_1762","GCA_014718755.1_ASM1471875v1_CDS_1696","GCA_014717935.1_ASM1471793v1_CDS_1586","GCA_014722275.1_ASM1472227v1_CDS_2339","GCA_014720295.1_ASM1472029v1_CDS_2385"
"GCA_014718535.1_ASM1471853v1_CDS_1164","cloud","","2","2","1.0","NA","NA","","","","875","875","875.0","GCA_014720715.1_ASM1472071v1_CDS_1187","","","GCA_014718535.1_ASM1471853v1_CDS_1164","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_1804","cloud","","2","2","1.0","NA","NA","","","","671","860","765.5","GCA_014720715.1_ASM1472071v1_CDS_1852","","","GCA_014718535.1_ASM1471853v1_CDS_1804","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_2380","cloud","","2","2","1.0","NA","NA","","","","506","506","506.0","GCA_014720715.1_ASM1472071v1_CDS_2405","","","GCA_014718535.1_ASM1471853v1_CDS_2380","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_2508","persistent","","10","12","1.2","NA","NA","","","","308","1037","792.5","GCA_014720715.1_ASM1472071v1_CDS_2526","GCA_014717695.1_ASM1471769v1_CDS_2386","GCA_014718155.1_ASM1471815v1_CDS_2460" "GCA_014718155.1_ASM1471815v1_CDS_2461","GCA_014718535.1_ASM1471853v1_CDS_2508","GCA_014719655.1_ASM1471965v1_CDS_2501","GCA_014718955.1_ASM1471895v1_CDS_2536","GCA_014718755.1_ASM1471875v1_CDS_2695","GCA_014717935.1_ASM1471793v1_CDS_2485","GCA_014722275.1_ASM1472227v1_CDS_1320","GCA_014720295.1_ASM1472029v1_CDS_1359" "GCA_014720295.1_ASM1472029v1_CDS_1358"
"GCA_014718535.1_ASM1471853v1_CDS_2540","persistent","","10","10","1.0","NA","NA","","","","209","221","211.4","GCA_014720715.1_ASM1472071v1_CDS_2559","GCA_014717695.1_ASM1471769v1_CDS_2489","GCA_014718155.1_ASM1471815v1_CDS_2555","GCA_014718535.1_ASM1471853v1_CDS_2540","GCA_014719655.1_ASM1471965v1_CDS_2532","GCA_014718955.1_ASM1471895v1_CDS_2567","GCA_014718755.1_ASM1471875v1_CDS_2724","GCA_014717935.1_ASM1471793v1_CDS_2516","GCA_014722275.1_ASM1472227v1_CDS_1289","GCA_014720295.1_ASM1472029v1_CDS_1327"
"GCA_014718535.1_ASM1471853v1_CDS_2956","cloud","","1","1","1.0","NA","NA","","","","824","824","824.0","","","","GCA_014718535.1_ASM1471853v1_CDS_2956","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_3278","cloud","","1","1","1.0","NA","NA","","","","353","353","353.0","","","","GCA_014718535.1_ASM1471853v1_CDS_3278","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_3919","persistent","","7","38","5.43","NA","NA","","","","119","143","141.74","GCA_014720715.1_ASM1472071v1_CDS_3930" "GCA_014720715.1_ASM1472071v1_CDS_3934" "GCA_014720715.1_ASM1472071v1_CDS_3935" "GCA_014720715.1_ASM1472071v1_CDS_3932" "GCA_014720715.1_ASM1472071v1_CDS_3928" "GCA_014720715.1_ASM1472071v1_CDS_3936" "GCA_014720715.1_ASM1472071v1_CDS_3937","","","GCA_014718535.1_ASM1471853v1_CDS_3917" "GCA_014718535.1_ASM1471853v1_CDS_3910" "GCA_014718535.1_ASM1471853v1_CDS_3914" "GCA_014718535.1_ASM1471853v1_CDS_3918" "GCA_014718535.1_ASM1471853v1_CDS_3922" "GCA_014718535.1_ASM1471853v1_CDS_3920" "GCA_014718535.1_ASM1471853v1_CDS_3919" "GCA_014718535.1_ASM1471853v1_CDS_3912" "GCA_014718535.1_ASM1471853v1_CDS_3916","","GCA_014718955.1_ASM1471895v1_CDS_4255" "GCA_014718955.1_ASM1471895v1_CDS_4263" "GCA_014718955.1_ASM1471895v1_CDS_4252" "GCA_014718955.1_ASM1471895v1_CDS_4260" "GCA_014718955.1_ASM1471895v1_CDS_4253" "GCA_014718955.1_ASM1471895v1_CDS_4257" "GCA_014718955.1_ASM1471895v1_CDS_4258","GCA_014718755.1_ASM1471875v1_CDS_4204" "GCA_014718755.1_ASM1471875v1_CDS_4205" "GCA_014718755.1_ASM1471875v1_CDS_4207" "GCA_014718755.1_ASM1471875v1_CDS_4202","GCA_014717935.1_ASM1471793v1_CDS_4245" "GCA_014717935.1_ASM1471793v1_CDS_4242" "GCA_014717935.1_ASM1471793v1_CDS_4247" "GCA_014717935.1_ASM1471793v1_CDS_4117" "GCA_014717935.1_ASM1471793v1_CDS_4248","GCA_014722275.1_ASM1472227v1_CDS_4184" "GCA_014722275.1_ASM1472227v1_CDS_4186" "GCA_014722275.1_ASM1472227v1_CDS_4182","GCA_014720295.1_ASM1472029v1_CDS_4366" "GCA_014720295.1_ASM1472029v1_CDS_4368" "GCA_014720295.1_ASM1472029v1_CDS_4364"
"GCA_014718535.1_ASM1471853v1_CDS_4015","cloud","","1","1","1.0","NA","NA","","","","245","245","245.0","","","","GCA_014718535.1_ASM1471853v1_CDS_4015","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_2491","cloud","","2","2","1.0","NA","NA","","","","1610","1610","1610.0","","GCA_014717695.1_ASM1471769v1_CDS_2417","GCA_014718155.1_ASM1471815v1_CDS_2491","","","","","","",""
