"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_001278715.1_ASM127871v1","GCF_002165255.2_ASM216525v2","GCF_001647675.1_ASM164767v1","GCF_002688565.1_ASM268856v1","GCF_002934695.1_ASM293469v1","GCF_002165295.2_ASM216529v2","GCA_001581975.1_ASM158197v1","GCF_001612555.1_ASM161255v1","GCF_001696615.3_ASM169661v3","GCF_002165305.2_ASM216530v2"
"GCA_001581975.1_ASM158197v1_CDS_3856","cloud","","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3856","","",""
"GCF_001612555.1_ASM161255v1_CDS_0044","cloud","","1","1","1.0","NA","NA","","","","1100","1100","1100.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0044","",""
"GCF_001612555.1_ASM161255v1_CDS_0076","cloud","","1","1","1.0","NA","NA","","","","1100","1100","1100.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0076","",""
"GCF_001612555.1_ASM161255v1_CDS_0108","cloud","","1","1","1.0","NA","NA","","","","3329","3329","3329.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0108","",""
"GCF_001612555.1_ASM161255v1_CDS_0205","cloud","","1","1","1.0","NA","NA","","","","929","929","929.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0205","",""
"GCF_001612555.1_ASM161255v1_CDS_0269","cloud","","1","1","1.0","NA","NA","","","","779","779","779.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0269","",""
"GCF_001612555.1_ASM161255v1_CDS_0365","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0365","",""
"GCF_001612555.1_ASM161255v1_CDS_0397","cloud","","1","1","1.0","NA","NA","","","","1337","1337","1337.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0397","",""
"GCF_001612555.1_ASM161255v1_CDS_0525","cloud","","2","2","1.0","NA","NA","","","","1067","1619","1343.0","","","GCF_001647675.1_ASM164767v1_CDS_1937","","","","","GCF_001612555.1_ASM161255v1_CDS_0525","",""
"GCF_001612555.1_ASM161255v1_CDS_0557","cloud","","1","1","1.0","NA","NA","","","","926","926","926.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0557","",""
"GCF_001612555.1_ASM161255v1_CDS_0590","cloud","","1","1","1.0","NA","NA","","","","806","806","806.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0590","",""
"GCF_001612555.1_ASM161255v1_CDS_0719","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0719","",""
"GCF_001612555.1_ASM161255v1_CDS_0751","cloud","","1","1","1.0","NA","NA","","","","1406","1406","1406.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0751","",""
"GCF_001612555.1_ASM161255v1_CDS_0783","cloud","","1","1","1.0","NA","NA","","","","581","581","581.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0783","",""
"GCF_001612555.1_ASM161255v1_CDS_0815","persistent","","10","10","1.0","NA","NA","","","","908","914","912.8","GCF_001278715.1_ASM127871v1_CDS_2407","GCF_002165255.2_ASM216525v2_CDS_0966","GCF_001647675.1_ASM164767v1_CDS_0697","GCF_002688565.1_ASM268856v1_CDS_0136","GCF_002934695.1_ASM293469v1_CDS_1913","GCF_002165295.2_ASM216529v2_CDS_2343","GCA_001581975.1_ASM158197v1_CDS_2652","GCF_001612555.1_ASM161255v1_CDS_0815","GCF_001696615.3_ASM169661v3_CDS_1062","GCF_002165305.2_ASM216530v2_CDS_2168"
"GCF_001612555.1_ASM161255v1_CDS_0879","cloud","","1","1","1.0","NA","NA","","","","740","740","740.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0879","",""
"GCF_001612555.1_ASM161255v1_CDS_0911","cloud","","1","1","1.0","NA","NA","","","","557","557","557.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0911","",""
"GCF_001612555.1_ASM161255v1_CDS_0975","cloud","","1","1","1.0","NA","NA","","","","128","128","128.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0975","",""
"GCF_001612555.1_ASM161255v1_CDS_1007","cloud","","1","1","1.0","NA","NA","","","","413","413","413.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1007","",""
"GCF_001612555.1_ASM161255v1_CDS_1039","cloud","","1","10","10.0","NA","NA","","","","281","281","281.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1100" "GCF_001612555.1_ASM161255v1_CDS_1259" "GCF_001612555.1_ASM161255v1_CDS_1039" "GCF_001612555.1_ASM161255v1_CDS_0736" "GCF_001612555.1_ASM161255v1_CDS_2961" "GCF_001612555.1_ASM161255v1_CDS_1063" "GCF_001612555.1_ASM161255v1_CDS_1146" "GCF_001612555.1_ASM161255v1_CDS_3018" "GCF_001612555.1_ASM161255v1_CDS_1454" "GCF_001612555.1_ASM161255v1_CDS_2245","",""
"GCA_001581975.1_ASM158197v1_CDS_3533","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3533","","",""
"GCA_001581975.1_ASM158197v1_CDS_3566","cloud","","1","1","1.0","NA","NA","","","","281","281","281.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3566","","",""
"GCA_001581975.1_ASM158197v1_CDS_3662","cloud","","1","1","1.0","NA","NA","","","","266","266","266.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3662","","",""
"GCA_001581975.1_ASM158197v1_CDS_3694","cloud","","1","1","1.0","NA","NA","","","","2186","2186","2186.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3694","","",""
"GCA_001581975.1_ASM158197v1_CDS_3726","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3726","","",""
"GCA_001581975.1_ASM158197v1_CDS_3793","cloud","","1","2","2.0","NA","NA","","","","434","1106","770.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3793" "GCA_001581975.1_ASM158197v1_CDS_0019","","",""
"GCA_001581975.1_ASM158197v1_CDS_3825","cloud","","1","3","3.0","NA","NA","","","","317","317","317.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3825" "GCA_001581975.1_ASM158197v1_CDS_4052" "GCA_001581975.1_ASM158197v1_CDS_4038","","",""
"GCA_001581975.1_ASM158197v1_CDS_3857","cloud","","3","3","1.0","NA","NA","","","","425","425","425.0","","GCF_002165255.2_ASM216525v2_CDS_2913","","","","","GCA_001581975.1_ASM158197v1_CDS_3857","","","GCF_002165305.2_ASM216530v2_CDS_3657"
"GCA_001581975.1_ASM158197v1_CDS_3921","cloud","","1","1","1.0","NA","NA","","","","800","800","800.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3921","","",""
"GCA_001581975.1_ASM158197v1_CDS_3953","cloud","","2","4","2.0","NA","NA","","","","749","1265","1059.5","","GCF_002165255.2_ASM216525v2_CDS_2813" "GCF_002165255.2_ASM216525v2_CDS_2730","","","","","GCA_001581975.1_ASM158197v1_CDS_3953" "GCA_001581975.1_ASM158197v1_CDS_3979","","",""
"GCF_001612555.1_ASM161255v1_CDS_0077","cloud","","1","1","1.0","NA","NA","","","","881","881","881.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0077","",""
"GCF_001612555.1_ASM161255v1_CDS_0109","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0109","",""
"GCF_001612555.1_ASM161255v1_CDS_0141","cloud","","1","1","1.0","NA","NA","","","","503","503","503.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0141","",""
"GCF_001612555.1_ASM161255v1_CDS_0174","cloud","","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0174","",""
"GCF_001612555.1_ASM161255v1_CDS_0238","cloud","","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0238","",""
"GCF_001612555.1_ASM161255v1_CDS_0270","cloud","","1","1","1.0","NA","NA","","","","2108","2108","2108.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0270","",""
"GCF_001612555.1_ASM161255v1_CDS_0366","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0366","",""
"GCF_001612555.1_ASM161255v1_CDS_0398","cloud","","1","1","1.0","NA","NA","","","","1547","1547","1547.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0398","",""
"GCF_001612555.1_ASM161255v1_CDS_0430","cloud","","1","1","1.0","NA","NA","","","","1448","1448","1448.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0430","",""
"GCF_001612555.1_ASM161255v1_CDS_0494","cloud","","1","1","1.0","NA","NA","","","","1346","1346","1346.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0494","",""
"GCF_001612555.1_ASM161255v1_CDS_0526","cloud","","1","1","1.0","NA","NA","","","","1058","1058","1058.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0526","",""
"GCF_001612555.1_ASM161255v1_CDS_0558","cloud","","1","1","1.0","NA","NA","","","","326","326","326.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0558","",""
"GCF_001612555.1_ASM161255v1_CDS_0591","cloud","","1","1","1.0","NA","NA","","","","1631","1631","1631.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0591","",""
"GCF_001612555.1_ASM161255v1_CDS_0623","cloud","","1","1","1.0","NA","NA","","","","356","356","356.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0623","",""
"GCF_001612555.1_ASM161255v1_CDS_0656","cloud","","1","1","1.0","NA","NA","","","","818","818","818.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0656","",""
"GCF_001612555.1_ASM161255v1_CDS_0688","cloud","","1","1","1.0","NA","NA","","","","3155","3155","3155.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0688","",""
"GCF_001612555.1_ASM161255v1_CDS_0720","cloud","","1","1","1.0","NA","NA","","","","905","905","905.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0720","",""
"GCF_001612555.1_ASM161255v1_CDS_0752","cloud","","1","1","1.0","NA","NA","","","","1442","1442","1442.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0752","",""
"GCF_001612555.1_ASM161255v1_CDS_0784","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0784","",""
"GCF_001612555.1_ASM161255v1_CDS_0848","cloud","","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0848","",""
"GCF_001612555.1_ASM161255v1_CDS_0880","cloud","","1","1","1.0","NA","NA","","","","554","554","554.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0880","",""
"GCF_001612555.1_ASM161255v1_CDS_0912","cloud","","1","1","1.0","NA","NA","","","","2114","2114","2114.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0912","",""
"GCF_001612555.1_ASM161255v1_CDS_0944","cloud","","1","1","1.0","NA","NA","","","","443","443","443.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0944","",""
"GCF_001612555.1_ASM161255v1_CDS_0976","cloud","","1","1","1.0","NA","NA","","","","512","512","512.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0976","",""
"GCF_001612555.1_ASM161255v1_CDS_1008","cloud","","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1008","",""
"GCF_001612555.1_ASM161255v1_CDS_1040","cloud","","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1040","",""
"GCF_001612555.1_ASM161255v1_CDS_1072","cloud","","2","2","1.0","NA","NA","","","","416","416","416.0","","","","","","GCF_002165295.2_ASM216529v2_CDS_2118","","GCF_001612555.1_ASM161255v1_CDS_1072","",""
"GCF_001612555.1_ASM161255v1_CDS_1136","persistent","","10","10","1.0","NA","NA","","","","833","833","833.0","GCF_001278715.1_ASM127871v1_CDS_0601","GCF_002165255.2_ASM216525v2_CDS_1721","GCF_001647675.1_ASM164767v1_CDS_1568","GCF_002688565.1_ASM268856v1_CDS_1895","GCF_002934695.1_ASM293469v1_CDS_0732","GCF_002165295.2_ASM216529v2_CDS_1171","GCA_001581975.1_ASM158197v1_CDS_0970","GCF_001612555.1_ASM161255v1_CDS_1136","GCF_001696615.3_ASM169661v3_CDS_3077","GCF_002165305.2_ASM216530v2_CDS_1940"
"GCF_001612555.1_ASM161255v1_CDS_1168","cloud","","1","7","7.0","NA","NA","","","","506","506","506.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0600" "GCF_001612555.1_ASM161255v1_CDS_1168" "GCF_001612555.1_ASM161255v1_CDS_1275" "GCF_001612555.1_ASM161255v1_CDS_1322" "GCF_001612555.1_ASM161255v1_CDS_2257" "GCF_001612555.1_ASM161255v1_CDS_0973" "GCF_001612555.1_ASM161255v1_CDS_0146","",""
"GCF_001612555.1_ASM161255v1_CDS_1200","cloud","","1","1","1.0","NA","NA","","","","488","488","488.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1200","",""
"GCF_001612555.1_ASM161255v1_CDS_1232","cloud","","1","1","1.0","NA","NA","","","","1214","1214","1214.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1232","",""
"GCF_001612555.1_ASM161255v1_CDS_1296","cloud","","1","1","1.0","NA","NA","","","","1205","1205","1205.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1296","",""
"GCF_001612555.1_ASM161255v1_CDS_1328","cloud","","1","1","1.0","NA","NA","","","","437","437","437.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1328","",""
"GCF_001612555.1_ASM161255v1_CDS_1360","cloud","","1","1","1.0","NA","NA","","","","809","809","809.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1360","",""
"GCF_001612555.1_ASM161255v1_CDS_1392","cloud","","1","1","1.0","NA","NA","","","","224","224","224.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1392","",""
"GCF_001612555.1_ASM161255v1_CDS_1424","cloud","","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1424","",""
"GCF_001612555.1_ASM161255v1_CDS_1457","cloud","","1","1","1.0","NA","NA","","","","1070","1070","1070.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1457","",""
"GCF_001612555.1_ASM161255v1_CDS_1521","cloud","","1","1","1.0","NA","NA","","","","134","134","134.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1521","",""
"GCF_001612555.1_ASM161255v1_CDS_1617","cloud","","1","1","1.0","NA","NA","","","","440","440","440.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1617","",""
"GCF_001612555.1_ASM161255v1_CDS_1649","cloud","","1","1","1.0","NA","NA","","","","584","584","584.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1649","",""
"GCF_001612555.1_ASM161255v1_CDS_1713","cloud","","1","1","1.0","NA","NA","","","","1019","1019","1019.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1713","",""
"GCF_001612555.1_ASM161255v1_CDS_1777","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1777","",""
"GCF_001612555.1_ASM161255v1_CDS_1841","cloud","","1","1","1.0","NA","NA","","","","2063","2063","2063.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1841","",""
"GCF_001612555.1_ASM161255v1_CDS_1873","cloud","","1","1","1.0","NA","NA","","","","1055","1055","1055.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1873","",""
"GCF_001612555.1_ASM161255v1_CDS_1937","cloud","","1","1","1.0","NA","NA","","","","1220","1220","1220.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1937","",""
"GCF_001612555.1_ASM161255v1_CDS_1969","cloud","","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1969","",""
"GCF_001612555.1_ASM161255v1_CDS_2001","cloud","","1","1","1.0","NA","NA","","","","455","455","455.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2001","",""
"GCF_001612555.1_ASM161255v1_CDS_2065","cloud","","1","1","1.0","NA","NA","","","","1031","1031","1031.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2065","",""
"GCF_001612555.1_ASM161255v1_CDS_2097","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2097","",""
"GCF_001612555.1_ASM161255v1_CDS_2129","cloud","","1","1","1.0","NA","NA","","","","611","611","611.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2129","",""
"GCF_001612555.1_ASM161255v1_CDS_2161","cloud","","1","1","1.0","NA","NA","","","","632","632","632.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2161","",""
"GCF_001612555.1_ASM161255v1_CDS_2225","persistent","","10","11","1.1","NA","NA","","","","626","626","626.0","GCF_001278715.1_ASM127871v1_CDS_2508","GCF_002165255.2_ASM216525v2_CDS_1703","GCF_001647675.1_ASM164767v1_CDS_0810","GCF_002688565.1_ASM268856v1_CDS_2980" "GCF_002688565.1_ASM268856v1_CDS_0028","GCF_002934695.1_ASM293469v1_CDS_1785","GCF_002165295.2_ASM216529v2_CDS_2282","GCA_001581975.1_ASM158197v1_CDS_1149","GCF_001612555.1_ASM161255v1_CDS_2225","GCF_001696615.3_ASM169661v3_CDS_3100","GCF_002165305.2_ASM216530v2_CDS_0850"
"GCF_001612555.1_ASM161255v1_CDS_2321","cloud","","1","1","1.0","NA","NA","","","","644","644","644.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2321","",""
"GCF_001612555.1_ASM161255v1_CDS_2353","cloud","","1","1","1.0","NA","NA","","","","1178","1178","1178.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2353","",""
"GCF_001612555.1_ASM161255v1_CDS_2385","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2385","",""
"GCF_001612555.1_ASM161255v1_CDS_2481","cloud","","1","1","1.0","NA","NA","","","","662","662","662.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2481","",""
"GCF_001612555.1_ASM161255v1_CDS_2609","cloud","","1","1","1.0","NA","NA","","","","395","395","395.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2609","",""
"GCF_001612555.1_ASM161255v1_CDS_2641","cloud","","1","1","1.0","NA","NA","","","","782","782","782.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2641","",""
"GCA_001581975.1_ASM158197v1_CDS_1836","cloud","","1","1","1.0","NA","NA","","","","608","608","608.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_1836","","",""
"GCA_001581975.1_ASM158197v1_CDS_1868","cloud","","1","1","1.0","NA","NA","","","","1154","1154","1154.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_1868","","",""
"GCA_001581975.1_ASM158197v1_CDS_1932","cloud","","1","1","1.0","NA","NA","","","","752","752","752.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_1932","","",""
"GCA_001581975.1_ASM158197v1_CDS_1996","cloud","","1","1","1.0","NA","NA","","","","941","941","941.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_1996","","",""
"GCA_001581975.1_ASM158197v1_CDS_2092","cloud","","1","1","1.0","NA","NA","","","","593","593","593.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2092","","",""
"GCA_001581975.1_ASM158197v1_CDS_2188","cloud","","1","1","1.0","NA","NA","","","","1034","1034","1034.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2188","","",""
"GCA_001581975.1_ASM158197v1_CDS_2220","cloud","","1","1","1.0","NA","NA","","","","905","905","905.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2220","","",""
"GCA_001581975.1_ASM158197v1_CDS_2252","cloud","","1","1","1.0","NA","NA","","","","1412","1412","1412.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2252","","",""
"GCA_001581975.1_ASM158197v1_CDS_2284","cloud","","1","1","1.0","NA","NA","","","","434","434","434.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2284","","",""
"GCA_001581975.1_ASM158197v1_CDS_2316","cloud","","1","1","1.0","NA","NA","","","","1037","1037","1037.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2316","","",""
"GCA_001581975.1_ASM158197v1_CDS_2348","cloud","","1","1","1.0","NA","NA","","","","1475","1475","1475.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2348","","",""
"GCA_001581975.1_ASM158197v1_CDS_2380","cloud","","1","1","1.0","NA","NA","","","","344","344","344.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2380","","",""
"GCA_001581975.1_ASM158197v1_CDS_2412","cloud","","1","1","1.0","NA","NA","","","","1001","1001","1001.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2412","","",""
"GCA_001581975.1_ASM158197v1_CDS_2444","cloud","","1","1","1.0","NA","NA","","","","626","626","626.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2444","","",""
"GCA_001581975.1_ASM158197v1_CDS_2476","cloud","","1","1","1.0","NA","NA","","","","923","923","923.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2476","","",""
"GCA_001581975.1_ASM158197v1_CDS_2508","cloud","","1","1","1.0","NA","NA","","","","779","779","779.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2508","","",""
"GCA_001581975.1_ASM158197v1_CDS_2540","cloud","","1","1","1.0","NA","NA","","","","620","620","620.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2540","","",""
"GCA_001581975.1_ASM158197v1_CDS_2572","cloud","","1","1","1.0","NA","NA","","","","707","707","707.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2572","","",""
"GCA_001581975.1_ASM158197v1_CDS_2604","cloud","","1","1","1.0","NA","NA","","","","401","401","401.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2604","","",""
"GCA_001581975.1_ASM158197v1_CDS_2668","cloud","","1","1","1.0","NA","NA","","","","1214","1214","1214.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2668","","",""
"GCA_001581975.1_ASM158197v1_CDS_2700","cloud","","2","2","1.0","NA","NA","","","","482","485","483.5","GCF_001278715.1_ASM127871v1_CDS_0784","","","","","","GCA_001581975.1_ASM158197v1_CDS_2700","","",""
"GCA_001581975.1_ASM158197v1_CDS_2764","cloud","","1","1","1.0","NA","NA","","","","1403","1403","1403.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2764","","",""
"GCA_001581975.1_ASM158197v1_CDS_2796","cloud","","1","1","1.0","NA","NA","","","","1418","1418","1418.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2796","","",""
"GCA_001581975.1_ASM158197v1_CDS_2828","cloud","","1","1","1.0","NA","NA","","","","974","974","974.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2828","","",""
"GCA_001581975.1_ASM158197v1_CDS_2893","cloud","","1","1","1.0","NA","NA","","","","872","872","872.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2893","","",""
"GCA_001581975.1_ASM158197v1_CDS_2925","persistent","","10","10","1.0","NA","NA","","","","677","680","677.9","GCF_001278715.1_ASM127871v1_CDS_0903","GCF_002165255.2_ASM216525v2_CDS_0594","GCF_001647675.1_ASM164767v1_CDS_1813","GCF_002688565.1_ASM268856v1_CDS_1623","GCF_002934695.1_ASM293469v1_CDS_0435","GCF_002165295.2_ASM216529v2_CDS_2479","GCA_001581975.1_ASM158197v1_CDS_2925","GCF_001612555.1_ASM161255v1_CDS_2453","GCF_001696615.3_ASM169661v3_CDS_1207","GCF_002165305.2_ASM216530v2_CDS_0681"
"GCA_001581975.1_ASM158197v1_CDS_2957","cloud","","1","1","1.0","NA","NA","","","","794","794","794.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2957","","",""
"GCA_001581975.1_ASM158197v1_CDS_3086","cloud","","1","1","1.0","NA","NA","","","","362","362","362.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3086","","",""
"GCA_001581975.1_ASM158197v1_CDS_3118","shell","","6","7","1.17","NA","NA","","","","344","2759","2401.57","GCF_001278715.1_ASM127871v1_CDS_0199","","","","GCF_002934695.1_ASM293469v1_CDS_3466" "GCF_002934695.1_ASM293469v1_CDS_2998","GCF_002165295.2_ASM216529v2_CDS_2817","GCA_001581975.1_ASM158197v1_CDS_3118","GCF_001612555.1_ASM161255v1_CDS_0482","","GCF_002165305.2_ASM216530v2_CDS_2677"
"GCA_001581975.1_ASM158197v1_CDS_3150","cloud","","3","3","1.0","NA","NA","","","","221","221","221.0","","GCF_002165255.2_ASM216525v2_CDS_2209","","","GCF_002934695.1_ASM293469v1_CDS_2396","","GCA_001581975.1_ASM158197v1_CDS_3150","","",""
"GCA_001581975.1_ASM158197v1_CDS_3182","cloud","","1","1","1.0","NA","NA","","","","551","551","551.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3182","","",""
"GCA_001581975.1_ASM158197v1_CDS_3246","cloud","","1","1","1.0","NA","NA","","","","1010","1010","1010.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3246","","",""
"GCA_001581975.1_ASM158197v1_CDS_3278","cloud","","1","1","1.0","NA","NA","","","","605","605","605.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3278","","",""
"GCA_001581975.1_ASM158197v1_CDS_3374","cloud","","1","1","1.0","NA","NA","","","","773","773","773.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3374","","",""
"GCA_001581975.1_ASM158197v1_CDS_3438","cloud","","1","1","1.0","NA","NA","","","","626","626","626.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3438","","",""
"GCA_001581975.1_ASM158197v1_CDS_3470","cloud","","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3470","","",""
"GCA_001581975.1_ASM158197v1_CDS_3502","cloud","","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3502","","",""
"GCA_001581975.1_ASM158197v1_CDS_3567","cloud","","1","1","1.0","NA","NA","","","","1214","1214","1214.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3567","","",""
"GCA_001581975.1_ASM158197v1_CDS_3599","cloud","","2","2","1.0","NA","NA","","","","1229","1238","1233.5","","GCF_002165255.2_ASM216525v2_CDS_2543","","","","","GCA_001581975.1_ASM158197v1_CDS_3599","","",""
"GCA_001581975.1_ASM158197v1_CDS_3631","cloud","","4","4","1.0","NA","NA","","","","1649","1673","1659.5","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3631","GCF_001612555.1_ASM161255v1_CDS_1876","GCF_001696615.3_ASM169661v3_CDS_2104","GCF_002165305.2_ASM216530v2_CDS_2028"
"GCA_001581975.1_ASM158197v1_CDS_3695","cloud","","1","1","1.0","NA","NA","","","","725","725","725.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3695","","",""
